sku,make,model,part_name,category,catalog_part_number,oem_number,catalog_page,photo_status,image_path,landing_page,source_verification
PGE-MAN-0127,Manesty,BB3B,FEED FRAME - FRONT (STAINLESS STEEL) ASSEMBLY,Product Control,MB3-81/FS/A,37081,41,Catalog photo,/assets/images/parts/manesty/pge-man-0127-feed-frame-front-stainless-steel-assembly-oem-37081.png,/parts/pge-man-0127/,Verified
PGE-MAN-0128,Manesty,BB3B,FEED FRAME - REAR ASSEMBLY,Product Control,MB3-81/R/A,37082,41,Catalog photo,/assets/images/parts/manesty/pge-man-0128-feed-frame-rear-assembly-oem-37082.png,/parts/pge-man-0128/,Verified
PGE-MAN-0130,Manesty,BB3B,FEED FRAME - REAR (STAINLESS STEEL) ASSEMBLY,Product Control,MB3-81/RS/A,37082,41,Catalog photo,/assets/images/parts/manesty/pge-man-0130-feed-frame-rear-stainless-steel-assembly-oem-37082.png,/parts/pge-man-0130/,Verified
PGE-MAN-0132,Manesty,BB3B,HOPPER,Product Control,M-103,35103,41,Catalog photo,/assets/images/parts/manesty/pge-man-0132-hopper-oem-35103.png,/parts/pge-man-0132/,Verified
PGE-MAN-0133,Manesty,BB3B,SCRAPER SPRING,Product Control,SP-8,"37077, 35018, 36062",41,Catalog photo,/assets/images/parts/manesty/pge-man-0133-scraper-spring-oem-37077-35018-36062.png,/parts/pge-man-0133/,Verified
PGE-MAN-0135,Manesty,BB3B,REAR SCRAPER BLADE,Product Control,MB3-169,Not listed in source catalog,42,Catalog photo,/assets/images/parts/manesty/pge-man-0135-rear-scraper-blade-oem-n-a.png,/parts/pge-man-0135/,Verified
PGE-MAN-0136,Manesty,BB3B,FORK PIN,Thickness/Hardness Components,M-24,35024,42,Catalog photo,/assets/images/parts/manesty/pge-man-0136-fork-pin-oem-35024.png,/parts/pge-man-0136/,Verified
PGE-MAN-0137,Manesty,BB3B,PRESSURE LEVER PIN,Thickness/Hardness Components,M-26,35026,42,Catalog photo,/assets/images/parts/manesty/pge-man-0137-pressure-lever-pin-oem-35026.png,/parts/pge-man-0137/,Verified
PGE-MAN-0138,Manesty,BB3B,ECCENTRIC SHAFT,Thickness/Hardness Components,MB3-153,37153,42,Catalog photo,/assets/images/parts/manesty/pge-man-0138-eccentric-shaft-oem-37153.png,/parts/pge-man-0138/,Verified
PGE-MAN-0139,Manesty,BB3B,EYE BOLT-LONG,Thickness/Hardness Components,N-EB1,Not listed in source catalog,42,Catalog photo,/assets/images/parts/manesty/pge-man-0139-eye-bolt-long-oem-n-a.png,/parts/pge-man-0139/,Verified
PGE-MAN-0140,Manesty,BB3B,HAND WHEEL,Thickness/Hardness Components,N-HW1,Not listed in source catalog,42,Catalog photo,/assets/images/parts/manesty/pge-man-0140-hand-wheel-oem-n-a.png,/parts/pge-man-0140/,Verified
PGE-MAN-0141,Manesty,BB3B,DIE LOCK SCREW,Turret Hardware,DL-56,"36156, AD-0",42,Catalog photo,/assets/images/parts/manesty/pge-man-0141-die-lock-screw-oem-36156-ad-0.png,/parts/pge-man-0141/,Verified
PGE-MAN-0142,Manesty,BB3B,DIE LOCK SCREW,Turret Hardware,DL-62/2,"45423, 11203011",42,Catalog photo,/assets/images/parts/manesty/pge-man-0142-die-lock-screw-oem-45423-11203011.png,/parts/pge-man-0142/,Verified
PGE-MAN-0143,Manesty,BB3B,DIE LOCK SCREW,Turret Hardware,DL-75/1,"45424, 11203012",42,Catalog photo,/assets/images/parts/manesty/pge-man-0143-die-lock-screw-oem-45424-11203012.png,/parts/pge-man-0143/,Verified
PGE-MAN-0144,Manesty,BB3B,DIE LOCK SCREW,Turret Hardware,DL-75/2,45424,42,Catalog photo,/assets/images/parts/manesty/pge-man-0144-die-lock-screw-oem-45424.png,/parts/pge-man-0144/,Verified
PGE-MAN-0145,Manesty,BB3B,COLUMN,Turret Hardware,M-129,35129,42,Catalog photo,/assets/images/parts/manesty/pge-man-0145-column-oem-35129.png,/parts/pge-man-0145/,Verified
PGE-MAN-0146,Manesty,BB3B,LOWER PUNCH RETAINER SPRING,Turret Hardware,M-518,38518,42,Catalog photo,/assets/images/parts/manesty/pge-man-0146-lower-punch-retainer-spring-oem-38518.png,/parts/pge-man-0146/,Verified
PGE-MAN-0147,Manesty,BB3B,LOWER PUNCH RETAINER,Turret Hardware,M-519,38519,42,Catalog photo,/assets/images/parts/manesty/pge-man-0147-lower-punch-retainer-oem-38519.png,/parts/pge-man-0147/,Verified
PGE-MAN-0148,Manesty,BB3B,LOWER PUNCH RETAINER SCREW,Turret Hardware,M-69,39690,42,Catalog photo,/assets/images/parts/manesty/pge-man-0148-lower-punch-retainer-screw-oem-39690.png,/parts/pge-man-0148/,Verified
PGE-MAN-0149,Manesty,BB3B,TURRET HEAD BUSH - SET (2),Turret Hardware,M-182,37182,43,Catalog photo,/assets/images/parts/manesty/pge-man-0149-turret-head-bush-set-2-oem-37182.png,/parts/pge-man-0149/,Verified
PGE-MAN-0150,Manesty,BB3B,LOWER PUNCH RETAINER SPRING,Turret Hardware,SP-249,39249,43,Catalog photo,/assets/images/parts/manesty/pge-man-0150-lower-punch-retainer-spring-oem-39249.png,/parts/pge-man-0150/,Verified
PGE-MAN-0151,Manesty,BB3B,LOWER PUNCH RETAINER SPRING - SHORT,Turret Hardware,SP-249/S,39249,43,Catalog photo,/assets/images/parts/manesty/pge-man-0151-lower-punch-retainer-spring-short-oem-39249.png,/parts/pge-man-0151/,Verified
PGE-MAN-0152,Manesty,BB3B,KEYWAY PLUG - 3/16” (TEFLON),Turret Hardware,N-316,Not listed in source catalog,43,Catalog photo,/assets/images/parts/manesty/pge-man-0152-keyway-plug-3-16-teflon-oem-n-a.png,/parts/pge-man-0152/,Verified
PGE-MAN-0156,Manesty,BB3B,UPPER CAM BODY EU & IPT B,Upper Cam Tracks,MB3-709,37093,43,Catalog photo,/assets/images/parts/manesty/pge-man-0156-upper-cam-body-eu-ipt-b-oem-37093.png,/parts/pge-man-0156/,Verified
PGE-MAN-0157,Manesty,BB3B,ANTI-FLIGHT RAIL,Upper Cam Tracks,MB3-709/AR,Not listed in source catalog,43,Catalog photo,/assets/images/parts/manesty/pge-man-0157-anti-flight-rail-oem-n-a.png,/parts/pge-man-0157/,Verified
PGE-MAN-0158,Manesty,BB3B,TAKE OUT PLATE,Upper Cam Tracks,MB3-715,37151,43,Catalog photo,/assets/images/parts/manesty/pge-man-0158-take-out-plate-oem-37151.png,/parts/pge-man-0158/,Verified
PGE-MAN-0159,Manesty,BB3B,UPPER CAM LIFTING SIDE - EU & IPT B,Upper Cam Tracks,MB3-94,37094,43,Catalog photo,/assets/images/parts/manesty/pge-man-0159-upper-cam-lifting-side-eu-ipt-b-oem-37094.png,/parts/pge-man-0159/,Verified
PGE-MAN-0160,Manesty,BB3B,UPPER CAM LOWERING SIDE ASSEMBLY - EU & IPT B,Upper Cam Tracks,MB3-95,37095,43,Catalog photo,/assets/images/parts/manesty/pge-man-0160-upper-cam-lowering-side-assembly-eu-ipt-b-oem-37095.png,/parts/pge-man-0160/,Verified
PGE-MAN-0162,Manesty,BB3B,LOCKNUT FOR WEIGHT ADJUSTER,Weight Adjusting Components,M-153,35153,43,Catalog photo,/assets/images/parts/manesty/pge-man-0162-locknut-for-weight-adjuster-oem-35153.png,/parts/pge-man-0162/,Verified
PGE-MAN-0163,Manesty,BB3B,WEIGHT ADJUSTING RAMP WEDGE PIECE,Weight Adjusting Components,M-27,37027,43,Catalog photo,/assets/images/parts/manesty/pge-man-0163-weight-adjusting-ramp-wedge-piece-oem-37027.png,/parts/pge-man-0163/,Verified
PGE-MAN-0164,Manesty,BB3B,EYEBOLT,Weight Adjusting Components,M-585,36585,44,Catalog photo,/assets/images/parts/manesty/pge-man-0164-eyebolt-oem-36585.png,/parts/pge-man-0164/,Verified
PGE-MAN-0165,Manesty,BB3B,PIN FOR WEDGE PIECE,Weight Adjusting Components,M-82,91882,44,Catalog photo,/assets/images/parts/manesty/pge-man-0165-pin-for-wedge-piece-oem-91882.png,/parts/pge-man-0165/,Verified
PGE-MAN-0166,Manesty,BB3B,SPRING FOR WEDGE SCREW,Weight Adjusting Components,MB3-01,37019,44,Catalog photo,/assets/images/parts/manesty/pge-man-0166-spring-for-wedge-screw-oem-37019.png,/parts/pge-man-0166/,Verified
PGE-MAN-0167,Manesty,BB3B,WEDGE,Weight Adjusting Components,MB3-017,37017,44,Catalog photo,/assets/images/parts/manesty/pge-man-0167-wedge-oem-37017.png,/parts/pge-man-0167/,Verified
PGE-MAN-0168,Manesty,BB3B,WEDGE SCREW FOR CAM WITH SPRING,Weight Adjusting Components,MB3-018,37018,44,Catalog photo,/assets/images/parts/manesty/pge-man-0168-wedge-screw-for-cam-with-spring-oem-37018.png,/parts/pge-man-0168/,Verified
PGE-MAN-0169,Manesty,BB3B,WEIGHT ADJUSTING CAM,Weight Adjusting Components,MB3-020,37020,44,Catalog photo,/assets/images/parts/manesty/pge-man-0169-weight-adjusting-cam-oem-37020.png,/parts/pge-man-0169/,Verified
PGE-MAN-0170,Manesty,BB3B,WEIGHT ADJUSTING SCREW,Weight Adjusting Components,MB3-028,37028,44,Catalog photo,/assets/images/parts/manesty/pge-man-0170-weight-adjusting-screw-oem-37028.png,/parts/pge-man-0170/,Verified
PGE-MAN-0171,Manesty,BB4,TIMING BELT,Drive Components,M9-066,68066,45,Catalog photo,/assets/images/parts/manesty/pge-man-0171-timing-belt-oem-68066.png,/parts/pge-man-0171/,Verified
PGE-MAN-0172,Manesty,BB4,WORMSHAFT,Drive Components,M9-068,68068,45,Catalog photo,/assets/images/parts/manesty/pge-man-0172-wormshaft-oem-68068.png,/parts/pge-man-0172/,Verified
PGE-MAN-0173,Manesty,BB4,ROLLER BEARING FOR REAR DRIVE,Drive Components,M9-070,68070,45,Catalog photo,/assets/images/parts/manesty/pge-man-0173-roller-bearing-for-rear-drive-oem-68070.png,/parts/pge-man-0173/,Verified
PGE-MAN-0174,Manesty,BB4,ANGULAR CONTACT BEARING,Drive Components,M9-072,68072,45,Catalog photo,/assets/images/parts/manesty/pge-man-0174-angular-contact-bearing-oem-68072.png,/parts/pge-man-0174/,Verified
PGE-MAN-0175,Manesty,BB4,FLANGED SPACER,Drive Components,M9-074,68074,45,Catalog photo,/assets/images/parts/manesty/pge-man-0175-flanged-spacer-oem-68074.png,/parts/pge-man-0175/,Verified
PGE-MAN-0176,Manesty,BB4,MAIN BELT 60HZ,Drive Components,M9-199,68199,45,Catalog photo,/assets/images/parts/manesty/pge-man-0176-main-belt-60hz-oem-68199.png,/parts/pge-man-0176/,Verified
PGE-MAN-0177,Manesty,BB4,GEAR BOX CASING,Drive Components,M9-268,6372680,45,Catalog photo,/assets/images/parts/manesty/pge-man-0177-gear-box-casing-oem-6372680.png,/parts/pge-man-0177/,Verified
PGE-MAN-0178,Manesty,BB4,GEARBOX END PLATE,Drive Components,M9-268/1,6372680-1,45,Catalog photo,/assets/images/parts/manesty/pge-man-0178-gearbox-end-plate-oem-6372680-1.png,/parts/pge-man-0178/,Verified
PGE-MAN-0179,Manesty,BB4,GEARBOX END CAP - FRONT,Drive Components,M9-269,6372690,45,Catalog photo,/assets/images/parts/manesty/pge-man-0179-gearbox-end-cap-front-oem-6372690.png,/parts/pge-man-0179/,Verified
PGE-MAN-0180,Manesty,BB4,MOTOR ADJ PLATE,Drive Components,M9-290-1,Not listed in source catalog,45,Catalog photo,/assets/images/parts/manesty/pge-man-0180-motor-adj-plate-oem-n-a.png,/parts/pge-man-0180/,Verified
PGE-MAN-0181,Manesty,BB4,MOTOR GEAR,Drive Components,M9-294,68294,45,Catalog photo,/assets/images/parts/manesty/pge-man-0181-motor-gear-oem-68294.png,/parts/pge-man-0181/,Verified
PGE-MAN-0182,Manesty,BB4,WORM SHAFT GEAR,Drive Components,M9-295,6682950,45,Catalog photo,/assets/images/parts/manesty/pge-man-0182-worm-shaft-gear-oem-6682950.png,/parts/pge-man-0182/,Verified
PGE-MAN-0183,Manesty,BB4,5/8 BEARING FOR WORMSHAFT,Drive Components,M9-491,Not listed in source catalog,45,Catalog photo,/assets/images/parts/manesty/pge-man-0183-5-8-bearing-for-wormshaft-oem-n-a.png,/parts/pge-man-0183/,Verified
PGE-MAN-0184,Manesty,BB4,WORM SHAFT,Drive Components,M9-603,Not listed in source catalog,45,Catalog photo,/assets/images/parts/manesty/pge-man-0184-worm-shaft-oem-n-a.png,/parts/pge-man-0184/,Verified
PGE-MAN-0185,Manesty,BB4,WORM GEAR,Drive Components,M9-604,Not listed in source catalog,45,Catalog photo,/assets/images/parts/manesty/pge-man-0185-worm-gear-oem-n-a.png,/parts/pge-man-0185/,Verified
PGE-MAN-0186,Manesty,BB4,WHEEL SHAFT,Drive Components,M9-729,Not listed in source catalog,46,Catalog photo,/assets/images/parts/manesty/pge-man-0186-wheel-shaft-oem-n-a.png,/parts/pge-man-0186/,Verified
PGE-MAN-0187,Manesty,BB4,SEALING RING - REAR DRIVE,Drive Components,M9-87,Not listed in source catalog,46,Catalog photo,/assets/images/parts/manesty/pge-man-0187-sealing-ring-rear-drive-oem-n-a.png,/parts/pge-man-0187/,Verified
PGE-MAN-0188,Manesty,BB4,KEYWAY PLUG - 3/16” (TEFLON),Drive Components,N-316,Not listed in source catalog,46,Catalog photo,/assets/images/parts/manesty/pge-man-0188-keyway-plug-3-16-teflon-oem-n-a.png,/parts/pge-man-0188/,Verified
PGE-MAN-0189,Manesty,BB4,BRONZE WORM,Drive Components,WG-6,"36013, AC-12, B-200-560-1",46,Catalog photo,/assets/images/parts/manesty/pge-man-0189-bronze-worm-oem-36013-ac-12-b-200-560-1.png,/parts/pge-man-0189/,Verified
PGE-MAN-0190,Manesty,BB4,ONE SHOT OIL PUMP (P-28),Hydraulic & Lubrication Components,M-55,93955,46,Catalog photo,/assets/images/parts/manesty/pge-man-0190-one-shot-oil-pump-p-28-oem-93955.png,/parts/pge-man-0190/,Verified
PGE-MAN-0191,Manesty,BB4,1/4 BREATHER PLUG,Hydraulic & Lubrication Components,M9-26,Not listed in source catalog,46,Catalog photo,/assets/images/parts/manesty/pge-man-0191-1-4-breather-plug-oem-n-a.png,/parts/pge-man-0191/,Verified
PGE-MAN-0192,Manesty,BB4,1/4 BSP PLUG,Hydraulic & Lubrication Components,M9-826,Not listed in source catalog,46,Catalog photo,/assets/images/parts/manesty/pge-man-0192-1-4-bsp-plug-oem-n-a.png,/parts/pge-man-0192/,Verified
PGE-MAN-0193,Manesty,BB4,1/4 BSP COPPER WASHER,Hydraulic & Lubrication Components,M9-963,Not listed in source catalog,46,Catalog photo,/assets/images/parts/manesty/pge-man-0193-1-4-bsp-copper-washer-oem-n-a.png,/parts/pge-man-0193/,Verified
PGE-MAN-0194,Manesty,BB4,FILL CAM - 3/8” FILL - IPT B,Lower Cam Tracks,M9-176,68176,46,Catalog photo,/assets/images/parts/manesty/pge-man-0194-fill-cam-3-8-fill-ipt-b-oem-68176.png,/parts/pge-man-0194/,Verified
PGE-MAN-0195,Manesty,BB4,FLIGHT CONTROL CAM - IPT B,Lower Cam Tracks,M9-182,68182,46,Catalog photo,/assets/images/parts/manesty/pge-man-0195-flight-control-cam-ipt-b-oem-68182.png,/parts/pge-man-0195/,Verified
PGE-MAN-0196,Manesty,BB4,3/8 FILL CAM US STANDARD,Lower Cam Tracks,M9-966,6689660,46,Catalog photo,/assets/images/parts/manesty/pge-man-0196-3-8-fill-cam-us-standard-oem-6689660.png,/parts/pge-man-0196/,Verified
PGE-MAN-0197,Manesty,BB4,3/8 FILL CAM US STANDARD - BRONZE,Lower Cam Tracks,M9-966/B,6689660,46,Catalog photo,/assets/images/parts/manesty/pge-man-0197-3-8-fill-cam-us-standard-bronze-oem-6689660.png,/parts/pge-man-0197/,Verified
PGE-MAN-0198,Manesty,BB4,SOCKET HEAD CAP SCREW,Pressure Rolls & Components,M-019,4700199,46,Catalog photo,/assets/images/parts/manesty/pge-man-0198-socket-head-cap-screw-oem-4700199.png,/parts/pge-man-0198/,Verified
PGE-MAN-0199,Manesty,BB4,LOWER ROLL PIN,Pressure Rolls & Components,M-9,35009,46,Catalog photo,/assets/images/parts/manesty/pge-man-0199-lower-roll-pin-oem-35009.png,/parts/pge-man-0199/,Verified
PGE-MAN-0200,Manesty,BB4,PUNCH ENTRY QUADRANT,Pressure Rolls & Components,M9-014,68014,46,Catalog photo,/assets/images/parts/manesty/pge-man-0200-punch-entry-quadrant-oem-68014.png,/parts/pge-man-0200/,Verified
PGE-MAN-0201,Manesty,BB4,UPPER ECCENTRIC ROLL PIN - LUBRICATED,Pressure Rolls & Components,M9-103,68103,47,Catalog photo,/assets/images/parts/manesty/pge-man-0201-upper-eccentric-roll-pin-lubricated-oem-68103.png,/parts/pge-man-0201/,Verified
PGE-MAN-0202,Manesty,BB4,UPPER ECCENTRIC ROLL PIN - NON LUBRICATED,Pressure Rolls & Components,M9-103/1,Not listed in source catalog,47,Catalog photo,/assets/images/parts/manesty/pge-man-0202-upper-eccentric-roll-pin-non-lubricated-oem-na.png,/parts/pge-man-0202/,Verified
PGE-MAN-0203,Manesty,BB4,O RING - UPPER ROLL PIN,Pressure Rolls & Components,M9-105,38105,47,Catalog photo,/assets/images/parts/manesty/pge-man-0203-o-ring-upper-roll-pin-oem-38105.png,/parts/pge-man-0203/,Verified
PGE-MAN-0204,Manesty,BB4,O RING - UPPER ROLL PIN,Pressure Rolls & Components,M9-184,68184,47,Catalog photo,/assets/images/parts/manesty/pge-man-0204-o-ring-upper-roll-pin-oem-68184.png,/parts/pge-man-0204/,Verified
PGE-MAN-0205,Manesty,BB4,PRESSURE ROLL,Pressure Rolls & Components,M9-7,35007-1,47,Catalog photo,/assets/images/parts/manesty/pge-man-0205-pressure-roll-oem-35007-1.png,/parts/pge-man-0205/,Verified
PGE-MAN-0206,Manesty,BB4,ADJUSTING WHEEL EYEBOLT,Pressure Rolls & Components,M9-004,Not listed in source catalog,47,Catalog photo,/assets/images/parts/manesty/pge-man-0206-adjusting-wheel-eyebolt-oem-n-a.png,/parts/pge-man-0206/,Verified
PGE-MAN-0207,Manesty,BB4,LOCKSCREW ON INLET CLAMP,Product Control,M-460,44460,47,Catalog photo,/assets/images/parts/manesty/pge-man-0207-lockscrew-on-inlet-clamp-oem-44460.png,/parts/pge-man-0207/,Verified
PGE-MAN-0208,Manesty,BB4,BRACKET ON INLET BOWL,Product Control,M-619,39619,47,Catalog photo,/assets/images/parts/manesty/pge-man-0208-bracket-on-inlet-bowl-oem-39619.png,/parts/pge-man-0208/,Verified
PGE-MAN-0209,Manesty,BB4,INLET CONNECTOR HINGE PLATE,Product Control,M-637,39637,47,Catalog photo,/assets/images/parts/manesty/pge-man-0209-inlet-connector-hinge-plate-oem-39637.png,/parts/pge-man-0209/,Verified
PGE-MAN-0210,Manesty,BB4,INLET CONNECTOR GASKET,Product Control,M-638,39638,47,Catalog photo,/assets/images/parts/manesty/pge-man-0210-inlet-connector-gasket-oem-39638.png,/parts/pge-man-0210/,Verified
PGE-MAN-0211,Manesty,BB4,LOCK NUT ON HINGE PLATE,Product Control,M-640,39640,47,Catalog photo,/assets/images/parts/manesty/pge-man-0211-lock-nut-on-hinge-plate-oem-39640.png,/parts/pge-man-0211/,Verified
PGE-MAN-0212,Manesty,BB4,HOPPER CONNECTOR,Product Control,M-642,39642,47,Catalog photo,/assets/images/parts/manesty/pge-man-0212-hopper-connector-oem-39642.png,/parts/pge-man-0212/,Verified
PGE-MAN-0213,Manesty,BB4,FEED FRAME - OPEN ASSEMBLY,Product Control,M9-09/A,Not listed in source catalog,47,Catalog photo,/assets/images/parts/manesty/pge-man-0213-feed-frame-open-assembly-oem-n-a.png,/parts/pge-man-0213/,Verified
PGE-MAN-0214,Manesty,BB4,HAND NUT,Product Control,M9-093,Not listed in source catalog,47,Catalog photo,/assets/images/parts/manesty/pge-man-0214-hand-nut-oem-n-a.png,/parts/pge-man-0214/,Verified
PGE-MAN-0215,Manesty,BB4,TAKE-OFF PLATE - OPEN,Product Control,M9-116,68116,47,Catalog photo,/assets/images/parts/manesty/pge-man-0215-take-off-plate-open-oem-68116.png,/parts/pge-man-0215/,Verified
PGE-MAN-0216,Manesty,BB4,SCRAPER BLADE,Product Control,M9-117,68117,48,Catalog photo,/assets/images/parts/manesty/pge-man-0216-scraper-blade-oem-68117.png,/parts/pge-man-0216/,Verified
PGE-MAN-0217,Manesty,BB4,RECIRCULATING CHANNEL,Product Control,M9-118,68118,48,Catalog photo,/assets/images/parts/manesty/pge-man-0217-recirculating-channel-oem-68118.png,/parts/pge-man-0217/,Verified
PGE-MAN-0218,Manesty,BB4,TUFNOL INSERT - GRAVITY FEED FRAME,Product Control,M9-124,68124,48,Catalog photo,/assets/images/parts/manesty/pge-man-0218-tufnol-insert-gravity-feed-frame-oem-68124.png,/parts/pge-man-0218/,Verified
PGE-MAN-0219,Manesty,BB4,FEEDER SUPPORT PLATE - ROTARY FEEDER,Product Control,M9-225,68225,48,Catalog photo,/assets/images/parts/manesty/pge-man-0219-feeder-support-plate-rotary-feeder-oem-68225.png,/parts/pge-man-0219/,Verified
PGE-MAN-0220,Manesty,BB4,INSERT - ROTARY FEEDER,Product Control,M9-227,68227,48,Catalog photo,/assets/images/parts/manesty/pge-man-0220-insert-rotary-feeder-oem-68227.png,/parts/pge-man-0220/,Verified
PGE-MAN-0221,Manesty,BB4,GEARBOX END CAP - REAR,Product Control,M9-270,Not listed in source catalog,48,Catalog photo,/assets/images/parts/manesty/pge-man-0221-gearbox-end-cap-rear-oem-n-a.png,/parts/pge-man-0221/,Verified
PGE-MAN-0222,Manesty,BB4,CLAMPING SCREW,Product Control,M9-291,Not listed in source catalog,48,Catalog photo,/assets/images/parts/manesty/pge-man-0222-clamping-screw-oem-n-a.png,/parts/pge-man-0222/,Verified
PGE-MAN-0223,Manesty,BB4,DETENT PLUNGER,Product Control,M9-296,68296,48,Catalog photo,/assets/images/parts/manesty/pge-man-0223-detent-plunger-oem-68296.png,/parts/pge-man-0223/,Verified
PGE-MAN-0224,Manesty,BB4,PIVOT PIN - STUD,Product Control,M9-298,68298,48,Catalog photo,/assets/images/parts/manesty/pge-man-0224-pivot-pin-stud-oem-68298.png,/parts/pge-man-0224/,Verified
PGE-MAN-0225,Manesty,BB4,ROTARY FEEDER ASSEMBLY,Product Control,M9-331,68331,48,Catalog photo,/assets/images/parts/manesty/pge-man-0225-rotary-feeder-assembly-oem-68331.png,/parts/pge-man-0225/,Verified
PGE-MAN-0226,Manesty,BB4,1/4 BSW X 1/2 HED HD SCREWS,Product Control,M9-380,Not listed in source catalog,48,Catalog photo,/assets/images/parts/manesty/pge-man-0226-1-4-bsw-x-1-2-hed-hd-screws-oem-n-a.png,/parts/pge-man-0226/,Verified
PGE-MAN-0227,Manesty,BB4,TOOTH IDLER GEAR 42T,Product Control,M9-40,Not listed in source catalog,48,Catalog photo,/assets/images/parts/manesty/pge-man-0227-tooth-idler-gear-42t-oem-n-a.png,/parts/pge-man-0227/,Verified
PGE-MAN-0228,Manesty,BB4,HOPPER LINK STUD,Product Control,M9-66,68166,48,Catalog photo,/assets/images/parts/manesty/pge-man-0228-hopper-link-stud-oem-68166.png,/parts/pge-man-0228/,Verified
PGE-MAN-0229,Manesty,BB4,FEED FRAME - FORCED FEEDER,Product Control,M9-720,37720,48,Catalog photo,/assets/images/parts/manesty/pge-man-0229-feed-frame-forced-feeder-oem-37720.png,/parts/pge-man-0229/,Verified
PGE-MAN-0230,Manesty,BB4,GEAR BASE PLATFORM,Product Control,M9-724,Not listed in source catalog,48,Catalog photo,/assets/images/parts/manesty/pge-man-0230-gear-base-platform-oem-n-a.png,/parts/pge-man-0230/,Verified
PGE-MAN-0231,Manesty,BB4,RIGHT HAND FEEDER PADDLE,Product Control,M9-728,Not listed in source catalog,49,Catalog photo,/assets/images/parts/manesty/pge-man-0231-right-hand-feeder-paddle-oem-n-a.png,/parts/pge-man-0231/,Verified
PGE-MAN-0232,Manesty,BB4,COVER - ALUMINUM,Product Control,M9-746/1,37746,49,Catalog photo,/assets/images/parts/manesty/pge-man-0232-cover-aluminum-oem-37746.png,/parts/pge-man-0232/,Verified
PGE-MAN-0233,Manesty,BB4,WINDOW L.H.,Product Control,M9-746-1-1,Not listed in source catalog,49,Catalog photo,/assets/images/parts/manesty/pge-man-0233-window-l-h-oem-n-a.png,/parts/pge-man-0233/,Verified
PGE-MAN-0234,Manesty,BB4,WINDOW R.H.,Product Control,M9-746-1-2,Not listed in source catalog,49,Catalog photo,/assets/images/parts/manesty/pge-man-0234-window-r-h-oem-n-a.png,/parts/pge-man-0234/,Verified
