sku,make,model,part_name,category,catalog_part_number,oem_number,catalog_page,photo_status,image_path,landing_page,source_verification
PGE-MAN-0245,Manesty,BB4,FRONT SCRAPER BRACKET,Product Control,M9-808/F,37805,49,Catalog photo,/assets/images/parts/manesty/pge-man-0245-front-scraper-bracket-oem-37805.png,/parts/pge-man-0245/,Verified
PGE-MAN-0246,Manesty,BB4,HOPPER,Product Control,M-103,35103,50,Catalog photo,/assets/images/parts/manesty/pge-man-0246-hopper-oem-35103.png,/parts/pge-man-0246/,Verified
PGE-MAN-0247,Manesty,BB4,DIE LOCK SCREW,Turret Hardware,DL-62/2,"45423, 11203011",50,Catalog photo,/assets/images/parts/manesty/pge-man-0247-die-lock-screw-oem-45423-11203011.png,/parts/pge-man-0247/,Verified
PGE-MAN-0248,Manesty,BB4,DIE LOCK SCREW,Turret Hardware,DL-75/1,"45424, 11203012",50,Catalog photo,/assets/images/parts/manesty/pge-man-0248-die-lock-screw-oem-45424-11203012.png,/parts/pge-man-0248/,Verified
PGE-MAN-0249,Manesty,BB4,LOWER PUNCH RETAINER,Turret Hardware,M-519,38519,50,Catalog photo,/assets/images/parts/manesty/pge-man-0249-lower-punch-retainer-oem-38519.png,/parts/pge-man-0249/,Verified
PGE-MAN-0250,Manesty,BB4,LOWER PUNCH RETAINER SCREW - 4BA THREAD 3/8”,Turret Hardware,M-69,39690,50,Catalog photo,/assets/images/parts/manesty/pge-man-0250-lower-punch-retainer-screw-4ba-thread-3-8-oem-39690.png,/parts/pge-man-0250/,Verified
PGE-MAN-0251,Manesty,BB4,HEX HEAD SCREW - 4BA THREAD 1/2”,Turret Hardware,M-699,90569,50,Catalog photo,/assets/images/parts/manesty/pge-man-0251-hex-head-screw-4ba-thread-1-2-oem-90569.png,/parts/pge-man-0251/,Verified
PGE-MAN-0252,Manesty,BB4,LOWER PUNCH SCRAPER SEAL - ‘B’,Turret Hardware,N-750,44143,50,Catalog photo,/assets/images/parts/manesty/pge-man-0252-lower-punch-scraper-seal-b-oem-44143.png,/parts/pge-man-0252/,Verified
PGE-MAN-0253,Manesty,BB4,SEAL INSTALLATION TOOL - ’B’,Turret Hardware,N-750/1,Not listed in source catalog,50,Catalog photo,/assets/images/parts/manesty/pge-man-0253-seal-installation-tool-b-oem-n-a.png,/parts/pge-man-0253/,Verified
PGE-MAN-0255,Manesty,BB4,LOWER PUNCH RETAINER SPRING,Turret Hardware,SP-249,39249,50,Catalog photo,/assets/images/parts/manesty/pge-man-0255-lower-punch-retainer-spring-oem-39249.png,/parts/pge-man-0255/,Verified
PGE-MAN-0260,Manesty,BB4,UPPER LOWERING CAM - EU B,Upper Cam Tracks,M9-085,68085,50,Catalog photo,/assets/images/parts/manesty/pge-man-0260-upper-lowering-cam-eu-b-oem-68085.png,/parts/pge-man-0260/,Verified
PGE-MAN-0261,Manesty,BB4,UPPER LOWERING CAM - IPT B,Upper Cam Tracks,M9-086,68086,51,Catalog photo,/assets/images/parts/manesty/pge-man-0261-upper-lowering-cam-ipt-b-oem-68086.png,/parts/pge-man-0261/,Verified
PGE-MAN-0262,Manesty,BB4,HIGH LEVEL CAM INSERT - EU B,Upper Cam Tracks,M9-089,68089,51,Catalog photo,/assets/images/parts/manesty/pge-man-0262-high-level-cam-insert-eu-b-oem-68089.png,/parts/pge-man-0262/,Verified
PGE-MAN-0263,Manesty,BB4,HIGH LEVEL CAM INSERT - IPT B,Upper Cam Tracks,M9-090,68090,51,Catalog photo,/assets/images/parts/manesty/pge-man-0263-high-level-cam-insert-ipt-b-oem-68090.png,/parts/pge-man-0263/,Verified
PGE-MAN-0264,Manesty,BB4,FLIGHT CONTROL CAM - EU B,Upper Cam Tracks,M9-181,68181,51,Catalog photo,/assets/images/parts/manesty/pge-man-0264-flight-control-cam-eu-b-oem-68181.png,/parts/pge-man-0264/,Verified
PGE-MAN-0265,Manesty,BB4,UPPER LIFTING CAM - IPT B,Upper Cam Tracks,M9-266,68266,51,Catalog photo,/assets/images/parts/manesty/pge-man-0265-upper-lifting-cam-ipt-b-oem-68266.png,/parts/pge-man-0265/,Verified
PGE-MAN-0266,Manesty,BB4,UPPER LIFTING CAM - EU B,Upper Cam Tracks,M9-312,68312,51,Catalog photo,/assets/images/parts/manesty/pge-man-0266-upper-lifting-cam-eu-b-oem-68312.png,/parts/pge-man-0266/,Verified
PGE-MAN-0267,Manesty,BB4,PUNCH LOADING PLUG,Weight Adjusting Components,M-10,35010,51,Catalog photo,/assets/images/parts/manesty/pge-man-0267-punch-loading-plug-oem-35010.png,/parts/pge-man-0267/,Verified
PGE-MAN-0268,Manesty,BB4,LOCKNUT FOR WEIGHT ADJUSTER,Weight Adjusting Components,M-153,35153,51,Catalog photo,/assets/images/parts/manesty/pge-man-0268-locknut-for-weight-adjuster-oem-35153.png,/parts/pge-man-0268/,Verified
PGE-MAN-0269,Manesty,BB4,EYEBOLT,Weight Adjusting Components,M-585,36585,51,Catalog photo,/assets/images/parts/manesty/pge-man-0269-eyebolt-oem-36585.png,/parts/pge-man-0269/,Verified
PGE-MAN-0270,Manesty,BB4,WEIGHT ADJUSTING HEAD,Weight Adjusting Components,M9-114,68114,51,Catalog photo,/assets/images/parts/manesty/pge-man-0270-weight-adjusting-head-oem-68114.png,/parts/pge-man-0270/,Verified
PGE-MAN-0271,Manesty,BB4,WEIGHT ADJUSTING RAMP,Weight Adjusting Components,M9-13,68113,51,Catalog photo,/assets/images/parts/manesty/pge-man-0271-weight-adjusting-ramp-oem-68113.png,/parts/pge-man-0271/,Verified
PGE-MAN-0272,Manesty,BETAPRESS,OIL SEAL FOR ROTATING DRIVE SHAFT,Drive Components,M4-001,92001,52,Catalog photo,/assets/images/parts/manesty/pge-man-0272-oil-seal-for-rotating-drive-shaft-oem-92001.png,/parts/pge-man-0272/,Verified
PGE-MAN-0273,Manesty,BETAPRESS,MDJT55 BEARING - GEAR BOX,Drive Components,M4-309,44309,52,Catalog photo,/assets/images/parts/manesty/pge-man-0273-mdjt55-bearing-gear-box-oem-44309.png,/parts/pge-man-0273/,Verified
PGE-MAN-0278,Manesty,BETAPRESS,HANDWHEEL,Drive Components,M-343,44343,52,Catalog photo,/assets/images/parts/manesty/pge-man-0278-handwheel-oem-44343.png,/parts/pge-man-0278/,Verified
PGE-MAN-0279,Manesty,BETAPRESS,STUD FOR GUARD AND OIL TRAY,Guarding,M-22,39122,52,Catalog photo,/assets/images/parts/manesty/pge-man-0279-stud-for-guard-and-oil-tray-oem-39122.png,/parts/pge-man-0279/,Verified
PGE-MAN-0280,Manesty,BETAPRESS,TOP COVER (PLASTIC GUARDS),Guarding,M4-01,Not listed in source catalog,52,Catalog photo,/assets/images/parts/manesty/pge-man-0280-top-cover-plastic-guards-oem-n-a.png,/parts/pge-man-0280/,Verified
PGE-MAN-0281,Manesty,BETAPRESS,UPPER TURRET GUARDS -3 PCS,Guarding,M4-02,Not listed in source catalog,52,Catalog photo,/assets/images/parts/manesty/pge-man-0281-upper-turret-guards-3-pcs-oem-n-a.png,/parts/pge-man-0281/,Verified
PGE-MAN-0282,Manesty,BETAPRESS,RIGHT HAND LOWER CAM TRACK GUARD,Guarding,M4-020,44020,52,Catalog photo,/assets/images/parts/manesty/pge-man-0282-right-hand-lower-cam-track-guard-oem-44020.png,/parts/pge-man-0282/,Verified
PGE-MAN-0283,Manesty,BETAPRESS,LEFT HAND LOWER CAM TRACK GUARD,Guarding,M4-021,44021,52,Catalog photo,/assets/images/parts/manesty/pge-man-0283-left-hand-lower-cam-track-guard-oem-44021.png,/parts/pge-man-0283/,Verified
PGE-MAN-0284,Manesty,BETAPRESS,FRONT & REAR LOWER CAM TRACK GUARD,Guarding,M4-022,44022,52,Catalog photo,/assets/images/parts/manesty/pge-man-0284-front-rear-lower-cam-track-guard-oem-44022.png,/parts/pge-man-0284/,Verified
PGE-MAN-0285,Manesty,BETAPRESS,GUARD OVER GEARS - SYNCHRONOUS FEEDER,Guarding,M4-836/1,44836,52,Catalog photo,/assets/images/parts/manesty/pge-man-0285-guard-over-gears-synchronous-feeder-oem-44836.png,/parts/pge-man-0285/,Verified
PGE-MAN-0286,Manesty,BETAPRESS,GUARD OVER GEARS - HIGH SPEED FEEDER,Guarding,M4-836/2,44836,52,Catalog photo,/assets/images/parts/manesty/pge-man-0286-guard-over-gears-high-speed-feeder-oem-44836.png,/parts/pge-man-0286/,Verified
PGE-MAN-0288,Manesty,BETAPRESS,ROTARY JOINT,Hydraulic & Lubrication Components,M-042,45042,53,Catalog photo,/assets/images/parts/manesty/pge-man-0288-rotary-joint-oem-45042.png,/parts/pge-man-0288/,Verified
PGE-MAN-0289,Manesty,BETAPRESS,ENERPAC - OVERLOAD CYLINDER,Hydraulic & Lubrication Components,M-237,44237,53,Catalog photo,/assets/images/parts/manesty/pge-man-0289-enerpac-overload-cylinder-oem-44237.png,/parts/pge-man-0289/,Verified
PGE-MAN-0290,Manesty,BETAPRESS,P12 HAND PUMP,Hydraulic & Lubrication Components,M-345,48345,53,Catalog photo,/assets/images/parts/manesty/pge-man-0290-p12-hand-pump-oem-48345.png,/parts/pge-man-0290/,Verified
PGE-MAN-0291,Manesty,BETAPRESS,ROTARY JOINT COUPLING,Hydraulic & Lubrication Components,M-53,48153,53,Catalog photo,/assets/images/parts/manesty/pge-man-0291-rotary-joint-coupling-oem-48153.png,/parts/pge-man-0291/,Verified
PGE-MAN-0292,Manesty,BETAPRESS,ONE SHOT OIL PUMP (P-28),Hydraulic & Lubrication Components,M-55,Not listed in source catalog,53,Catalog photo,/assets/images/parts/manesty/pge-man-0292-one-shot-oil-pump-p-28-oem-n-a.png,/parts/pge-man-0292/,Verified
PGE-MAN-0293,Manesty,BETAPRESS,REPAIR KIT FOR OVERLOAD ENERPAC CYLINDER RCH121K1,Hydraulic & Lubrication Components,M-68,44568,53,Catalog photo,/assets/images/parts/manesty/pge-man-0293-repair-kit-for-overload-enerpac-cylinder-rch121k1-oem-44568.png,/parts/pge-man-0293/,Verified
PGE-MAN-0294,Manesty,BETAPRESS,REPAIR KIT - OVERLOAD ENERPAC CYLINDER,Hydraulic & Lubrication Components,M-68/A,Not listed in source catalog,53,Catalog photo,/assets/images/parts/manesty/pge-man-0294-repair-kit-overload-enerpac-cylinder-oem-n-a.png,/parts/pge-man-0294/,Verified
PGE-MAN-0295,Manesty,BETAPRESS,REPAIR KIT FOR ENERPAC PUMP,Hydraulic & Lubrication Components,M-98,44698,53,Catalog photo,/assets/images/parts/manesty/pge-man-0295-repair-kit-for-enerpac-pump-oem-44698.png,/parts/pge-man-0295/,Verified
PGE-MAN-0297,Manesty,BETAPRESS,PUNCH LOADING PLUG,Lower Cam Tracks,M-10,35010,53,Catalog photo,/assets/images/parts/manesty/pge-man-0297-punch-loading-plug-oem-35010.png,/parts/pge-man-0297/,Verified
PGE-MAN-0298,Manesty,BETAPRESS,CONTROL CAM ON EJECTION CAM - IPT,Lower Cam Tracks,M4-647,44647,53,Catalog photo,/assets/images/parts/manesty/pge-man-0298-control-cam-on-ejection-cam-ipt-oem-44647.png,/parts/pge-man-0298/,Verified
PGE-MAN-0299,Manesty,BETAPRESS,FILL CAM 11/16”/17.5MM - IPT B,Lower Cam Tracks,M4-648,44648,53,Catalog photo,/assets/images/parts/manesty/pge-man-0299-fill-cam-11-16-17-5mm-ipt-b-oem-44648.png,/parts/pge-man-0299/,Verified
PGE-MAN-0300,Manesty,BETAPRESS,FILL CAM 13/32”/10MM - IPT B,Lower Cam Tracks,M4-648-10,Not listed in source catalog,53,Catalog photo,/assets/images/parts/manesty/pge-man-0300-fill-cam-13-32-10mm-ipt-b-oem-n-a.png,/parts/pge-man-0300/,Verified
PGE-MAN-0301,Manesty,BETAPRESS,FILL CAM 15/32”/12MM - IPT B,Lower Cam Tracks,M4-648-12,Not listed in source catalog,53,Catalog photo,/assets/images/parts/manesty/pge-man-0301-fill-cam-15-32-12mm-ipt-b-oem-n-a.png,/parts/pge-man-0301/,Verified
PGE-MAN-0302,Manesty,BETAPRESS,FILL CAM 11/16”/17.5MM - IPT B,Lower Cam Tracks,M4-648-175,44648,54,Catalog photo,/assets/images/parts/manesty/pge-man-0302-fill-cam-11-16-17-5mm-ipt-b-oem-44648.png,/parts/pge-man-0302/,Verified
PGE-MAN-0303,Manesty,BETAPRESS,FILL CAM 11/16”/17.5MM - IPT B - LUBRICATED,Lower Cam Tracks,M4-648/L,Not listed in source catalog,54,Catalog photo,/assets/images/parts/manesty/pge-man-0303-fill-cam-11-16-17-5mm-ipt-b-lubricated-oem-n-a.png,/parts/pge-man-0303/,Verified
PGE-MAN-0304,Manesty,BETAPRESS,FILL CAM 1.4”/6MM - IPT B,Lower Cam Tracks,M4-648-6,Not listed in source catalog,54,Catalog photo,/assets/images/parts/manesty/pge-man-0304-fill-cam-1-4-6mm-ipt-b-oem-n-a.png,/parts/pge-man-0304/,Verified
PGE-MAN-0305,Manesty,BETAPRESS,FILL CAM 5/16”/8MM - IPT B,Lower Cam Tracks,M4-648-8,44648,54,Catalog photo,/assets/images/parts/manesty/pge-man-0305-fill-cam-5-16-8mm-ipt-b-oem-44648.png,/parts/pge-man-0305/,Verified
PGE-MAN-0306,Manesty,BETAPRESS,FILL CAM 3/8”/9.52MM - IPT B,Lower Cam Tracks,M4-649,44649,54,Catalog photo,/assets/images/parts/manesty/pge-man-0306-fill-cam-3-8-9-52mm-ipt-b-oem-44649.png,/parts/pge-man-0306/,Verified
PGE-MAN-0307,Manesty,BETAPRESS,EJECTION CAM,Lower Cam Tracks,M4-65,44650,54,Catalog photo,/assets/images/parts/manesty/pge-man-0307-ejection-cam-oem-44650.png,/parts/pge-man-0307/,Verified
PGE-MAN-0308,Manesty,BETAPRESS,CONTROL CAM ON EJECTION CAM,Lower Cam Tracks,M4-651,44651,54,Catalog photo,/assets/images/parts/manesty/pge-man-0308-control-cam-on-ejection-cam-oem-44651.png,/parts/pge-man-0308/,Verified
PGE-MAN-0309,Manesty,BETAPRESS,FILL CAM 11/16”/17.5MM - EU B,Lower Cam Tracks,M4-652,44652,54,Catalog photo,/assets/images/parts/manesty/pge-man-0309-fill-cam-11-16-17-5mm-eu-b-oem-44652.png,/parts/pge-man-0309/,Verified
PGE-MAN-0310,Manesty,BETAPRESS,FILL CAM 3/8”/9.52MM - EU B,Lower Cam Tracks,M4-653,44653,54,Catalog photo,/assets/images/parts/manesty/pge-man-0310-fill-cam-3-8-9-52mm-eu-b-oem-44653.png,/parts/pge-man-0310/,Verified
PGE-MAN-0312,Manesty,BETAPRESS,16 MM FILL CAM,Lower Cam Tracks,M4-648-BD-16,Not listed in source catalog,54,Catalog photo,/assets/images/parts/manesty/pge-man-0312-16-mm-fill-cam-oem-n-a.png,/parts/pge-man-0312/,Verified
PGE-MAN-0313,Manesty,BETAPRESS,LOCKING PLATE,Pressure Rolls & Components,BLP-006-LP/1,Not listed in source catalog,54,Catalog photo,/assets/images/parts/manesty/pge-man-0313-locking-plate-oem-n-a.png,/parts/pge-man-0313/,Verified
PGE-MAN-0314,Manesty,BETAPRESS,BUSH IN ROLL,Pressure Rolls & Components,M-20,40120,54,Catalog photo,/assets/images/parts/manesty/pge-man-0314-bush-in-roll-oem-40120.png,/parts/pge-man-0314/,Verified
PGE-MAN-0315,Manesty,BETAPRESS,NYLON PAD,Pressure Rolls & Components,M4-108,44108,54,Catalog photo,/assets/images/parts/manesty/pge-man-0315-nylon-pad-oem-44108.png,/parts/pge-man-0315/,Verified
PGE-MAN-0316,Manesty,BETAPRESS,UPPER TAMPING ROLL BRACKET (NON-LUBRICATED),Pressure Rolls & Components,M4-12,44012,54,Catalog photo,/assets/images/parts/manesty/pge-man-0316-upper-tamping-roll-bracket-non-lubricated-oem-44012.png,/parts/pge-man-0316/,Verified
PGE-MAN-0317,Manesty,BETAPRESS,UPPER OR LOWER ROLL PIN,Pressure Rolls & Components,M4-15,44150,55,Catalog photo,/assets/images/parts/manesty/pge-man-0317-upper-or-lower-roll-pin-oem-44150.png,/parts/pge-man-0317/,Verified
PGE-MAN-0318,Manesty,BETAPRESS,PRESSURE ROLL PIN STRAIN GAGED,Pressure Rolls & Components,M4-15/STG,Not listed in source catalog,55,Catalog photo,/assets/images/parts/manesty/pge-man-0318-pressure-roll-pin-strain-gaged-oem-n-a.png,/parts/pge-man-0318/,Verified
PGE-MAN-0319,Manesty,BETAPRESS,INDICATOR FOR TAMPING ROLL,Pressure Rolls & Components,M4-155,44155,55,Catalog photo,/assets/images/parts/manesty/pge-man-0319-indicator-for-tamping-roll-oem-44155.png,/parts/pge-man-0319/,Verified
PGE-MAN-0320,Manesty,BETAPRESS,TAMPING ROLLS,Pressure Rolls & Components,M4-17,44117,55,Catalog photo,/assets/images/parts/manesty/pge-man-0320-tamping-rolls-oem-44117.png,/parts/pge-man-0320/,Verified
PGE-MAN-0321,Manesty,BETAPRESS,UPPER TAMPING ROLL PIN,Pressure Rolls & Components,M4-18,44118,55,Catalog photo,/assets/images/parts/manesty/pge-man-0321-upper-tamping-roll-pin-oem-44118.png,/parts/pge-man-0321/,Verified
PGE-MAN-0322,Manesty,BETAPRESS,UPPER TAMPING ROLL PIN - LUBRICATED,Pressure Rolls & Components,M4-18/1,Not listed in source catalog,55,Catalog photo,/assets/images/parts/manesty/pge-man-0322-upper-tamping-roll-pin-lubricated-oem-n-a.png,/parts/pge-man-0322/,Verified
PGE-MAN-0323,Manesty,BETAPRESS,UPPER ECCENTRIC ROLL PIN,Pressure Rolls & Components,M4-206,6442060,55,Catalog photo,/assets/images/parts/manesty/pge-man-0323-upper-eccentric-roll-pin-oem-6442060.png,/parts/pge-man-0323/,Verified
PGE-MAN-0324,Manesty,BETAPRESS,BUSH FOR TAMPING ROLL - OILITE,Pressure Rolls & Components,M4-312/1,Not listed in source catalog,55,Catalog photo,/assets/images/parts/manesty/pge-man-0324-bush-for-tamping-roll-oilite-oem-n-a.png,/parts/pge-man-0324/,Verified
PGE-MAN-0325,Manesty,BETAPRESS,BUSH FOR TAMPING ROLL,Pressure Rolls & Components,M4-312,44312,55,Catalog photo,/assets/images/parts/manesty/pge-man-0325-bush-for-tamping-roll-oem-44312.png,/parts/pge-man-0325/,Verified
PGE-MAN-0326,Manesty,BETAPRESS,LOWER ROLL CARRIER - BUSHING,Pressure Rolls & Components,M4-315,44315,55,Catalog photo,/assets/images/parts/manesty/pge-man-0326-lower-roll-carrier-bushing-oem-44315.png,/parts/pge-man-0326/,Verified
PGE-MAN-0327,Manesty,BETAPRESS,DISC SPRING FOR TAMPING ROLLS,Pressure Rolls & Components,M4-320,44320,55,Catalog photo,/assets/images/parts/manesty/pge-man-0327-disc-spring-for-tamping-rolls-oem-44320.png,/parts/pge-man-0327/,Verified
PGE-MAN-0328,Manesty,BETAPRESS,LOWER TAMPING ROLL PIN,Pressure Rolls & Components,M4-34,44134,55,Catalog photo,/assets/images/parts/manesty/pge-man-0328-lower-tamping-roll-pin-oem-44134.png,/parts/pge-man-0328/,Verified
PGE-MAN-0329,Manesty,BETAPRESS,ROLL CARRIER PIN - LOWER,Pressure Rolls & Components,M4-53,44153,55,Catalog photo,/assets/images/parts/manesty/pge-man-0329-roll-carrier-pin-lower-oem-44153.png,/parts/pge-man-0329/,Verified
PGE-MAN-0330,Manesty,BETAPRESS,PRESSURE ROLLER,Pressure Rolls & Components,PR-13,40113,55,Catalog photo,/assets/images/parts/manesty/pge-man-0330-pressure-roller-oem-40113.png,/parts/pge-man-0330/,Verified
PGE-MAN-0331,Manesty,BETAPRESS,SPOKED HANDWHEEL 8”,Product Control,M-167,44167,55,Catalog photo,/assets/images/parts/manesty/pge-man-0331-spoked-handwheel-8-oem-44167.png,/parts/pge-man-0331/,Verified
PGE-MAN-0332,Manesty,BETAPRESS,ADJUSTMENT NUT,Product Control,M-295,42295,56,Catalog photo,/assets/images/parts/manesty/pge-man-0332-adjustment-nut-oem-42295.png,/parts/pge-man-0332/,Verified
PGE-MAN-0333,Manesty,BETAPRESS,ADJUSTMENT SCREW,Product Control,M-296,42296,56,Catalog photo,/assets/images/parts/manesty/pge-man-0333-adjustment-screw-oem-42296.png,/parts/pge-man-0333/,Verified
PGE-MAN-0334,Manesty,BETAPRESS,BRACKET FOR SUCTION NOZZLE,Product Control,M4-027,44027,56,Catalog photo,/assets/images/parts/manesty/pge-man-0334-bracket-for-suction-nozzle-oem-44027.png,/parts/pge-man-0334/,Verified
PGE-MAN-0335,Manesty,BETAPRESS,RECIRCULATING CHANNEL (DELRIN),Product Control,M4-04/1,Not listed in source catalog,56,Catalog photo,/assets/images/parts/manesty/pge-man-0335-recirculating-channel-delrin-oem-n-a.png,/parts/pge-man-0335/,Verified
PGE-MAN-0336,Manesty,BETAPRESS,FEEDER LEVELING SCREW,Product Control,M4-046,59046,56,Catalog photo,/assets/images/parts/manesty/pge-man-0336-feeder-leveling-screw-oem-59046.png,/parts/pge-man-0336/,Verified
PGE-MAN-0337,Manesty,BETAPRESS,PILLAR FOR CLAMP,Product Control,M4-063,44063,56,Catalog photo,/assets/images/parts/manesty/pge-man-0337-pillar-for-clamp-oem-44063.png,/parts/pge-man-0337/,Verified
PGE-MAN-0338,Manesty,BETAPRESS,STUD FOR INTER GEAR,Product Control,M4-089,44089,56,Catalog photo,/assets/images/parts/manesty/pge-man-0338-stud-for-inter-gear-oem-44089.png,/parts/pge-man-0338/,Verified
PGE-MAN-0339,Manesty,BETAPRESS,TABLET THICKNESS POINTER,Product Control,M4-154,44154,56,Catalog photo,/assets/images/parts/manesty/pge-man-0339-tablet-thickness-pointer-oem-44154.png,/parts/pge-man-0339/,Verified
PGE-MAN-0340,Manesty,BETAPRESS,THUMBSCREW LOCKNUT,Product Control,M4-270,44270,56,Catalog photo,/assets/images/parts/manesty/pge-man-0340-thumbscrew-locknut-oem-44270.png,/parts/pge-man-0340/,Verified
PGE-MAN-0341,Manesty,BETAPRESS,PILLAR ON FEEDERS,Product Control,M4-403,44403,56,Catalog photo,/assets/images/parts/manesty/pge-man-0341-pillar-on-feeders-oem-44403.png,/parts/pge-man-0341/,Verified
PGE-MAN-0342,Manesty,BETAPRESS,FEED FRAME LEVELING SCREW,Product Control,M-442,44442,56,Catalog photo,/assets/images/parts/manesty/pge-man-0342-feed-frame-leveling-screw-oem-44442.png,/parts/pge-man-0342/,Verified
PGE-MAN-0343,Manesty,BETAPRESS,FEED FRAME LEVELING SCREW NUT,Product Control,M-443,44443,56,Catalog photo,/assets/images/parts/manesty/pge-man-0343-feed-frame-leveling-screw-nut-oem-44443.png,/parts/pge-man-0343/,Verified
PGE-MAN-0344,Manesty,BETAPRESS,FEEDER GEAR - STEEL,Product Control,M4-436,44436,56,Catalog photo,/assets/images/parts/manesty/pge-man-0344-feeder-gear-steel-oem-44436.png,/parts/pge-man-0344/,Verified
PGE-MAN-0345,Manesty,BETAPRESS,FEEDER GEAR - PHENOLIC,Product Control,M4-437,44437,56,Catalog photo,/assets/images/parts/manesty/pge-man-0345-feeder-gear-phenolic-oem-44437.png,/parts/pge-man-0345/,Verified
PGE-MAN-0346,Manesty,BETAPRESS,SCRAPER BLADE - PHENOLIC,Product Control,M4-440,44440,56,Catalog photo,/assets/images/parts/manesty/pge-man-0346-scraper-blade-phenolic-oem-44440.png,/parts/pge-man-0346/,Verified
PGE-MAN-0347,Manesty,BETAPRESS,SCRAPER BLADE - DELRIN,Product Control,M4-440-D,44440,57,Catalog photo,/assets/images/parts/manesty/pge-man-0347-scraper-blade-delrin-oem-44440.png,/parts/pge-man-0347/,Verified
PGE-MAN-0348,Manesty,BETAPRESS,LOCKNUTS FOR FEEDER,Product Control,M4-443,44443,57,Catalog photo,/assets/images/parts/manesty/pge-man-0348-locknuts-for-feeder-oem-44443.png,/parts/pge-man-0348/,Verified
PGE-MAN-0349,Manesty,BETAPRESS,FEEDER HINGE PIN,Product Control,M4-444,44444,57,Catalog photo,/assets/images/parts/manesty/pge-man-0349-feeder-hinge-pin-oem-44444.png,/parts/pge-man-0349/,Verified
PGE-MAN-0350,Manesty,BETAPRESS,TUFNOL PLATE ON SUPPORT PLATE,Product Control,M4-446,44446,57,Catalog photo,/assets/images/parts/manesty/pge-man-0350-tufnol-plate-on-support-plate-oem-44446.png,/parts/pge-man-0350/,Verified
PGE-MAN-0351,Manesty,BETAPRESS,BAFFLE UNDER PERSPEX COVER,Product Control,M4-467,44467,57,Catalog photo,/assets/images/parts/manesty/pge-man-0351-baffle-under-perspex-cover-oem-44467.png,/parts/pge-man-0351/,Verified
PGE-MAN-0352,Manesty,BETAPRESS,SCRAPER SUPPORT BRACKET,Product Control,M4-468,44468,57,Catalog photo,/assets/images/parts/manesty/pge-man-0352-scraper-support-bracket-oem-44468.png,/parts/pge-man-0352/,Verified
PGE-MAN-0353,Manesty,BETAPRESS,SCRAPER SUPPORT BRACKET ASSEMBLY,Product Control,M4-468/A,44468,57,Catalog photo,/assets/images/parts/manesty/pge-man-0353-scraper-support-bracket-assembly-oem-44468.png,/parts/pge-man-0353/,Verified
PGE-MAN-0354,Manesty,BETAPRESS,COVER ON SCRAPER BRACKET,Product Control,M4-471,44471,57,Catalog photo,/assets/images/parts/manesty/pge-man-0354-cover-on-scraper-bracket-oem-44471.png,/parts/pge-man-0354/,Verified
PGE-MAN-0355,Manesty,BETAPRESS,SCRAPER PLATE - SHORT,Product Control,M4-469,44469,57,Catalog photo,/assets/images/parts/manesty/pge-man-0355-scraper-plate-short-oem-44469.png,/parts/pge-man-0355/,Verified
PGE-MAN-0356,Manesty,BETAPRESS,SCRAPER BLADE SPRING,Product Control,M4-470,44470,57,Catalog photo,/assets/images/parts/manesty/pge-man-0356-scraper-blade-spring-oem-44470.png,/parts/pge-man-0356/,Verified
PGE-MAN-0357,Manesty,BETAPRESS,NUT FOR SPRING ON RE-CIRCULATING CHANNEL,Product Control,M4-477,44477,57,Catalog photo,/assets/images/parts/manesty/pge-man-0357-nut-for-spring-on-re-circulating-channel-oem-44477.png,/parts/pge-man-0357/,Verified
PGE-MAN-0358,Manesty,BETAPRESS,PLATE ON FEEDER - DELRIN,Product Control,M4-472,44472,57,Catalog photo,/assets/images/parts/manesty/pge-man-0358-plate-on-feeder-delrin-oem-44472.png,/parts/pge-man-0358/,Verified
PGE-MAN-0359,Manesty,BETAPRESS,SPRING FOR RECIRCULATING CHANNEL,Product Control,M4-476,44476,57,Catalog photo,/assets/images/parts/manesty/pge-man-0359-spring-for-recirculating-channel-oem-44476.png,/parts/pge-man-0359/,Verified
PGE-MAN-0360,Manesty,BETAPRESS,NAME PLATE SET (6 PC),Product Control,M4-48,Not listed in source catalog,57,Catalog photo,/assets/images/parts/manesty/pge-man-0360-name-plate-set-6-pc-oem-n-a.png,/parts/pge-man-0360/,Verified
PGE-MAN-0361,Manesty,BETAPRESS,FEEDER PADDLE,Product Control,M4-483,44483,57,Catalog photo,/assets/images/parts/manesty/pge-man-0361-feeder-paddle-oem-44483.png,/parts/pge-man-0361/,Verified
PGE-MAN-0362,Manesty,BETAPRESS,FEEDER PADDLE,Product Control,M4-483/1,Not listed in source catalog,58,Catalog photo,/assets/images/parts/manesty/pge-man-0362-feeder-paddle-oem-n-a.png,/parts/pge-man-0362/,Verified
PGE-MAN-0363,Manesty,BETAPRESS,TAIL OVER DIE SPRING,Product Control,M4-486,44486,58,Catalog photo,/assets/images/parts/manesty/pge-man-0363-tail-over-die-spring-oem-44486.png,/parts/pge-man-0363/,Verified
PGE-MAN-0364,Manesty,BETAPRESS,SPRING FOR SCRAPER BLADE,Product Control,M-450,44450,58,Catalog photo,/assets/images/parts/manesty/pge-man-0364-spring-for-scraper-blade-oem-44450.png,/parts/pge-man-0364/,Verified
