sku,make,model,category,part_name,catalog_part_number,oem_number,catalog_page,grid_position,image_status,image_path
PGE-STK-0282,Stokes,340,Lower Cam Tracks,LOWERING CAM,S34-059,340-059-002,54,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0282.webp
PGE-STK-0283,Stokes,340,Lower Cam Tracks,UPPER DWELL CAM,S34-065,340-059-002,54,R2C3,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0284,Stokes,533,Drive Components,DRIVE PULLEY,S35-021,08-EM-001,55,R1C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0284.webp
PGE-STK-0285,Stokes,533,Drive Components,FLANGED IDLER PULLEY,S-894,085-018-894,55,R1C2,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0286,Stokes,533,Drive Components,IDLER SHAFT,S-893/1,N/A,55,R1C3,No source photo available,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0287,Stokes,533,Drive Components,WORM SHAFT BEARING PLATE,S35-158,B-296-158-001,55,R2C1,No source photo available,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0288,Stokes,533,Drive Components,CRANK PIN NUT,S35-008,01-FAS-008-A,55,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0288.webp
PGE-STK-0289,Stokes,533,Drive Components,RATCHET WRENCH,S35-028,10-BC-028,55,R2C3,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0290,Stokes,533,Drive Components,DRIVE BELT- MATCHED SET OF 2 - V BELT,S35-043,08-CBC-043-B,55,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0290.webp
PGE-STK-0291,Stokes,533,Drive Components,RETAINING PLATE,S35-085,233-085-003,55,R3C2,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0292,Stokes,533,Drive Components,WORMSHAFT HOUSING COVER,S35-228,B-294-228-001,55,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0292.webp
PGE-STK-0293,Stokes,533,Drive Components,GENERATOR SPROCKET,S35-230,B-294-223-017,55,R4C1,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0294,Stokes,533,Drive Components,SEAL CARRIER - WORM DRIVE ASSEMBLY,S35-244,B-233-244-001,55,R4C2,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0295,Stokes,533,Drive Components,PILLOW BEARING,S35-262,085-007-262,55,R4C3,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0296,Stokes,533,Drive Components,KEY FOR DRIVE SHAFT,S35-311/1,N/A,55,R5C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0296.webp
PGE-STK-0297,Stokes,533,Drive Components,WORM SHAFT,S35-311,C-233-311-009,55,R5C2,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0298,Stokes,533,Drive Components,WORM SHAFT BRACKET,S35-491,C-248-491-004,55,R5C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0298.webp
PGE-STK-0299,Stokes,533,Drive Components,COVER PLATE FINISH STRIP,S35-561,B-297-561-001,56,R1C1,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0300,Stokes,533,Drive Components,COMPLETE CLUTCH ASSEMBLY,S35-565,N/A,56,R1C2,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0301,Stokes,533,Drive Components,BEARING SET OF 2 FOR CLUTCH PULLEY,S35-610,085-012-610,56,R1C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0301.webp
PGE-STK-0302,Stokes,533,Drive Components,BEARING FOR WORM- SHAFT BEARING PLATE,S35-611,085-012-611,56,R2C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0302.webp
PGE-STK-0303,Stokes,533,Drive Components,JACKSHAFT,S35-765,B-248-765-002,56,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0303.webp
PGE-STK-0304,Stokes,533,Drive Components,OIL SEAL - MAIN DRIVE WORM SHAFT,S35-782,085-6-782,56,R2C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0304.webp
PGE-STK-0305,Stokes,533,Drive Components,WORM SHAFT - THICKNESS CONTROL,S35-824,A-233-824-001,56,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0305.webp
PGE-STK-0306,Stokes,533,Drive Components,INNER BEARING FOR UPPER ROLL PN,S35-911/1,N/A,56,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0306.webp
PGE-STK-0307,Stokes,533,Drive Components,COLLAR,S35-967,A-266-967-001,56,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0307.webp
PGE-STK-0308,Stokes,533,Drive Components,DRIVE TENSIONER,S-893,085-018-893,56,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0308.webp
PGE-STK-0309,Stokes,533,Drive Components,WOODRUFF KEY,SC-020,006-001-020,56,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0309.webp
PGE-STK-0310,Stokes,533,Drive Components,SET SCREW,SC-031,01-DR-031,56,R4C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0310.webp
PGE-STK-0311,Stokes,533,Drive Components,LOCK PLATE,SC-051,013-002-051,56,R5C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0311.webp
PGE-STK-0312,Stokes,533,Drive Components,RELEASE SPRING PIN,SC-055,013-002-055,56,R5C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0312.webp
PGE-STK-0313,Stokes,533,Drive Components,SCREW FOR STEPPED DRIVE KEY,SC-058/1,013-002-058,56,R5C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0313.webp
PGE-STK-0314,Stokes,533,Drive Components,BACK PLATE,SC-059,013-002-059,57,R1C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0314.webp
PGE-STK-0315,Stokes,533,Drive Components,ADJUSTING LOCK PIN,SC-061,013-2-061,57,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0315.webp
PGE-STK-0316,Stokes,533,Drive Components,SNAP RING,SC-063,013-002-063,57,R1C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0316.webp
PGE-STK-0317,Stokes,533,Drive Components,LOCK SCREW,SC-082,01-DC-082-A,57,R2C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0317.webp
PGE-STK-0318,Stokes,533,Drive Components,ADJUSTING LOCK PIN SPRING,SC-146,013-2-146,57,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0318.webp
PGE-STK-0319,Stokes,533,Drive Components,CLUTCH DRIVING RING,SC-44,013-2-44,57,R2C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0319.webp
PGE-STK-0320,Stokes,533,Drive Components,ADJUSTING RING,SC-45,013-002-045,57,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0320.webp
PGE-STK-0321,Stokes,533,Drive Components,CLUTCH HUB,SC-455,085-020-455,57,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0321.webp
PGE-STK-0322,Stokes,533,Drive Components,ENGAGING CONE,SC-456,085-20-456,57,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0322.webp
PGE-STK-0323,Stokes,533,Drive Components,DRIVING PLATE - FIBER,SC-48,013-002-048,57,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0323.webp
PGE-STK-0324,Stokes,533,Drive Components,DRIVEN PLATE - STEEL,SC-49,013-002-049,57,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0324.webp
PGE-STK-0325,Stokes,533,Drive Components,ROLLER RING,SC-50,013-2-50,57,R4C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0325.webp
PGE-STK-0326,Stokes,533,Drive Components,RELEASE SPRING,SC-56,013-2-56,57,R5C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0326.webp
PGE-STK-0327,Stokes,533,Drive Components,STEPPED DRIVE KEY,SC-58,013-2-58,57,R5C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0327.webp
PGE-STK-0328,Stokes,533,Drive Components,CLUTCH SHIFTER SHOE - PAIR,SC-65,B-248-565-1,57,R5C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0328.webp
PGE-STK-0329,Stokes,533,Guarding,"BOTTOM CROSS BRACE, FRONT AND REAR - UPPER GUARDS",S35-416,D-297-416-001,58,R1C1,No source photo available,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0330,Stokes,533,Guarding,DOOR HOLDER,S-121,01-ZD-121,58,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0330.webp
PGE-STK-0331,Stokes,533,Guarding,GAS CYLINDER BRACKET - BOTTOM,S-188,B-297-188-001,58,R1C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0331.webp
PGE-STK-0332,Stokes,533,Guarding,COVER PLATE,S35-017,B-297-017-002,58,R2C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0332.webp
PGE-STK-0333,Stokes,533,Guarding,VIBRATION ISOLATOR,S35-107,30-HA-107,58,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0333.webp
PGE-STK-0334,Stokes,533,Guarding,ACCESS COVER,S35-151,A-290-151-001,58,R2C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0334.webp
PGE-STK-0335,Stokes,533,Guarding,ACCESS COVER GASKET,S35-234,A-294-234-001,58,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0335.webp
PGE-STK-0336,Stokes,533,Guarding,UPPER FRAME COVER,S35-36,D-232-736-3,58,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0336.webp
PGE-STK-0337,Stokes,533,Guarding,"UPPER FRAME COVER PLUG - 1""-8 X 1.5""",S35-36-1,N/A,58,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0337.webp
PGE-STK-0338,Stokes,533,Guarding,INSPECTION COVER - REAR,S35-451,A-236-451-001,58,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0338.webp
PGE-STK-0339,Stokes,533,Guarding,INSPECTION COVER GASKET - REAR,S35-452,A-236-452-001,58,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0339.webp
PGE-STK-0340,Stokes,533,Guarding,INSPECTION COVER - SIDE,S35-475,A-236-475-002,58,R4C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0340.webp
PGE-STK-0341,Stokes,533,Guarding,INSPECTION COVER GASKET - SIDE,S35-476,A-236-476-002,58,R5C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0341.webp
PGE-STK-0342,Stokes,533,Guarding,LIMIT SWITCH ACTUATOR COLLAR,S35-621,A-297-621-001,58,R5C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0342.webp
PGE-STK-0343,Stokes,533,Hydraulic & Lubrication Components,OIL RESERVOIR,S35-632,D-241-632-008,58,R5C3,No source photo available,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0344,Stokes,533,Hydraulic & Lubrication Components,LUBRICATION MANIFOLD CLAMP,S-077,B-296-077-001,59,R1C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0344.webp
PGE-STK-0345,Stokes,533,Hydraulic & Lubrication Components,OIL PRESSURE GAUGE - 15 P.S.I,S-162,085-10-162,59,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0345.webp
PGE-STK-0346,Stokes,533,Hydraulic & Lubrication Components,OIL LEVEL WINDOW,S-165,085-7-165,59,R1C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0346.webp
PGE-STK-0347,Stokes,533,Hydraulic & Lubrication Components,OIL FILTER ELEMENT,S-30,N/A,59,R2C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0347.webp
PGE-STK-0348,Stokes,533,Hydraulic & Lubrication Components,OIL FILTER ASSEMBLY HEAD & ELEMENT,S-30H,N/A,59,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0348.webp
PGE-STK-0349,Stokes,533,Hydraulic & Lubrication Components,BELT FOR PUMP,S35-3,012-4-3,59,R2C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0349.webp
PGE-STK-0350,Stokes,533,Hydraulic & Lubrication Components,WORM SPLASH GUARD,S35-4,B-247-644-1,59,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0350.webp
PGE-STK-0351,Stokes,533,Hydraulic & Lubrication Components,PISTON,S35-513,B-244-513-001,59,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0351.webp
PGE-STK-0352,Stokes,533,Hydraulic & Lubrication Components,SUMP CLEAN-OUT COVER,S35-701,B-297-701-005,59,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0352.webp
PGE-STK-0353,Stokes,533,Hydraulic & Lubrication Components,SUMP CLEAN-OUT GASKET,S35-702,B-297-702-005,59,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0353.webp
PGE-STK-0354,Stokes,533,Hydraulic & Lubrication Components,SUMP CLEAN-OUT BEZEL,S35-962,B-297-962-002,59,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0354.webp
PGE-STK-0355,Stokes,533,Hydraulic & Lubrication Components,OIL RESERVOIR GASKET,S35-972,A-233-972-002,59,R4C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0355.webp
PGE-STK-0356,Stokes,533,Hydraulic & Lubrication Components,PISTON & SPINDLE CAP O RING (NEW STYLE),S35-022,07-FD-022-P,59,R5C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0356.webp
PGE-STK-0357,Stokes,533,Hydraulic & Lubrication Components,TONNAGE GAUGE - 10 TON,S-575,085-10-575,59,R5C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0357.webp
PGE-STK-0358,Stokes,533,Hydraulic & Lubrication Components,PULLEY ON JACKSHAFT,S-901,085-17-901,59,R5C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0358.webp
PGE-STK-0359,Stokes,533,Hydraulic & Lubrication Components,PUMP MOUNTING BRACKET,SP-664,085-12-664,60,R1C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0359.webp
PGE-STK-0360,Stokes,533,Hydraulic & Lubrication Components,OIL PUMP SUPPORT,SP-778,A-241-778-001,60,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0360.webp
PGE-STK-0361,Stokes,533,Hydraulic & Lubrication Components,OIL PUMP,SP-A2,085-10-526,60,R1C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0361.webp
PGE-STK-0362,Stokes,533,Hydraulic & Lubrication Components,STRAINER FOR OIL PUMP,SP-A3,N/A,60,R2C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0362.webp
PGE-STK-0363,Stokes,533,Hydraulic & Lubrication Components,OIL/HYDRAULIC VALVE ASSEMBLY,S-VA,N/A,60,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0363.webp
PGE-STK-0364,Stokes,533,Lower Cam Tracks,HOLD DOWN INSERT - 33 STATION,S35-706/2,N/A,60,R2C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0364.webp
PGE-STK-0365,Stokes,533,Lower Cam Tracks,NON DROP INSERT - LATE MODEL,S-316/1,N/A,60,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0365.webp
PGE-STK-0366,Stokes,533,Lower Cam Tracks,EJECTION CAM - STEEL,S35-2,C-236-641-13,60,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0366.webp
PGE-STK-0367,Stokes,533,Lower Cam Tracks,ANTI-FLIGHT CAM - EJECTION (45 STATION),S35-2/1,N/A,60,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0367.webp
PGE-STK-0368,Stokes,533,Lower Cam Tracks,EJECTION CAM - BRONZE,S35-2/B,C-236-641-13,60,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0368.webp
PGE-STK-0369,Stokes,533,Lower Cam Tracks,ANTI-FLIGHT CAM - EJECTION (33 STATION),S35-2/2,N/A,60,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0369.webp
PGE-STK-0370,Stokes,533,Lower Cam Tracks,LOWER PUNCH TAKE OUT,S35-548,C-233-548-001,60,R4C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0370.webp
PGE-STK-0371,Stokes,533,Lower Cam Tracks,LEVELING ECCENTRIC,S35-575,A-233-575-2,60,R5C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0371.webp
PGE-STK-0372,Stokes,533,Lower Cam Tracks,HOLD-DOWN INSERT- 45 STATION,S35-706,D-295-706-002,60,R5C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0372.webp
PGE-STK-0373,Stokes,533,Lower Cam Tracks,LOWER PUNCH TAKE-OUT STUD ASSEMBLY,S35-760,A-233-576-001,60,R5C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0373.webp
PGE-STK-0374,Stokes,533,Lower Cam Tracks,"LOWER PULL-DOWN CAM (1-3/8"" FILL)",S35-864-138,B-236-873-009,61,R1C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0374.webp
PGE-STK-0375,Stokes,533,Lower Cam Tracks,"LOWER PULL-DOWN CAM (11/16"" FILL)",S35-864-69,D-236-864-002,61,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0375.webp
PGE-STK-0376,Stokes,533,Lower Cam Tracks,"LOWER PULL-DOWN CAM (7/8"" FILL)",S35-864-88,B-236-873-008,61,R1C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0376.webp
PGE-STK-0377,Stokes,533,Lower Cam Tracks,LOWER PULL DOWN CAM 1-3/8' - 33 STATION,S35-865-138,N/A,61,R2C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0377.webp
PGE-STK-0378,Stokes,533,Lower Cam Tracks,"LOWER PULL DOWN CAM - 11/16"" - 33 STATION",S35-865-69,D-236-864-002,61,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0378.webp
PGE-STK-0379,Stokes,533,Lower Cam Tracks,"LOWER PULL DOWN CAM - 7/8"" - 33 STATION",S35-865-88,D-236-865-002,61,R2C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0379.webp
PGE-STK-0380,Stokes,533,Lower Cam Tracks,"INSERT CAM (1-3/8"" FILL)",S35-873-138,B-236-873-009,61,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0380.webp
PGE-STK-0381,Stokes,533,Lower Cam Tracks,"INSERT CAM (11/16"" FILL)",S35-873-69,B-236-873-002,61,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0381.webp
PGE-STK-0382,Stokes,533,Lower Cam Tracks,"INSERT CAM (7/8"" FILL)",S35-873-88,D-236-865-002,61,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0382.webp
PGE-STK-0383,Stokes,533,Guarding,DOOR MOUNTED ACTUATOR,S35-002,15-FMA-002,61,R4C1,No source photo available,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0384,Stokes,533,Guarding,FRONT PANEL AND INSERT,S-109,D-234-109-022,61,R4C2,No source photo available,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0385,Stokes,533,Guarding,PRESSURE SWITCH,S-122,15-BJ-122,61,R4C3,No source photo available,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0386,Stokes,533,Guarding,"CLAMP, GAS CYLINDER BRACKET",S-054/1,01-MG-054,61,R5C1,No source photo available,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0387,Stokes,533,Guarding,HINGE - RIGHT HAND ASSEMBLY,S-060,10-AC-060,61,R5C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0387.webp
PGE-STK-0388,Stokes,533,Guarding,VERTICAL SUPPORT BLOCK,S-047,B-297-047-001,61,R5C3,No source photo available,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0389,Stokes,533,Pressure Rolls & Components,BUSHING FOR PRESSURE ROLL,N-328,N/A,62,R1C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0389.webp
PGE-STK-0390,Stokes,533,Pressure Rolls & Components,LOWER ROLL SHAFT,S-036,C-290-403-006,62,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0390.webp
PGE-STK-0391,Stokes,533,Pressure Rolls & Components,LOWER ROLL SHAFT,S-039,D-290-403-009,62,R1C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0391.webp
PGE-STK-0392,Stokes,533,Pressure Rolls & Components,UPPER PRESSURE ROLL BEARING STYLE (LATE MODEL),S-044,C-232-513-044,62,R2C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0392.webp
PGE-STK-0393,Stokes,533,Pressure Rolls & Components,LOWER PRESSURE ROLL BEARING STYLE (LATE MODEL),S-045,C-232-523-045,62,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0393.webp
PGE-STK-0394,Stokes,533,Pressure Rolls & Components,UPPER FRAME OIL SEAL - UPPER ROLL PIN,S-277,085-026-277,62,R2C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0394.webp
PGE-STK-0395,Stokes,533,Pressure Rolls & Components,LOADING BEAM PIN,S35-011/B,01-PAL-011-B,62,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0395.webp
PGE-STK-0396,Stokes,533,Pressure Rolls & Components,CRANK PIN SCREW,S35-031,01-BHA-031-A,62,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0396.webp
PGE-STK-0397,Stokes,533,Pressure Rolls & Components,O RING - LOWER ROLL SHAFT,S35-103,07-FC-013-P,62,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0397.webp
PGE-STK-0398,Stokes,533,Pressure Rolls & Components,LOWER ROLL SHAFT-EARLY MODEL-LUBRICATED,S35-12,C-233-312-3,62,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0398.webp
PGE-STK-0399,Stokes,533,Pressure Rolls & Components,UPPER OR LOWER PRESSURE ROLL,S35-13,B-232-513-5,62,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0399.webp
PGE-STK-0400,Stokes,533,Pressure Rolls & Components,PRESSURE ROLL WITH BUSHING,S35-13/WB,B-232-513-5,62,R4C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0400.webp
PGE-STK-0401,Stokes,533,Pressure Rolls & Components,LOWER ROLL SHAFT BUSHING,S35-134,A-233-313-004,62,R5C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0401.webp
PGE-STK-0402,Stokes,533,Pressure Rolls & Components,UPPER ROLL SHAFT KEY,S35-181,A-233-181-002,62,R5C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0402.webp
PGE-STK-0403,Stokes,533,Pressure Rolls & Components,LOWER ROLL HANDWHEEL SHAFT MITER GEAR,S35-21,A-224-112-1,62,R5C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0403.webp
PGE-STK-0404,Stokes,533,Pressure Rolls & Components,WORM GEAR FOR LOWER ROLL SHAFT (OLD STYLE LG BORE),S35-248,B-233-248-2,63,R1C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0404.webp
PGE-STK-0405,Stokes,533,Pressure Rolls & Components,WORM GEAR FOR LOWER ROLL SHAFT (NEW STYLE SM BORE),S35-248/1,N/A,63,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0405.webp
PGE-STK-0406,Stokes,533,Pressure Rolls & Components,CRANK PIN,S35-290,A-234-901-2,63,R1C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0406.webp
PGE-STK-0407,Stokes,533,Pressure Rolls & Components,WORM SHAFT MITER GEAR,S35-302,017-003-022,63,R2C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0407.webp
PGE-STK-0408,Stokes,533,Pressure Rolls & Components,OIL SLINGER - UPPER ROLL,S35-321,A-248-321-1,63,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0408.webp
PGE-STK-0409,Stokes,533,Pressure Rolls & Components,LOADING COLUMN,S35-326,B-232-326-011,63,R2C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0409.webp
PGE-STK-0410,Stokes,533,Pressure Rolls & Components,CRANK PIN WASHER,S35-327,085-012-327,63,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0410.webp
PGE-STK-0411,Stokes,533,Pressure Rolls & Components,UPPER ROLL SHAFT O RING,S35-34,022-002-234,63,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0411.webp
PGE-STK-0412,Stokes,533,Pressure Rolls & Components,KEYED SLIDER PLATE,S35-400,C-290-400-002,63,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0412.webp
PGE-STK-0413,Stokes,533,Pressure Rolls & Components,LOADING BEAM,S35-474,B-248-474-001,63,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0413.webp
PGE-STK-0414,Stokes,533,Pressure Rolls & Components,LOADING BEAM INSERT,S35-492,A-232-492-001,63,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0414.webp
PGE-STK-0415,Stokes,533,Pressure Rolls & Components,PRESSURE SPRING,S35-493,"B-232-493-1, B-232-493-001",63,R4C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0415.webp
PGE-STK-0416,Stokes,533,Pressure Rolls & Components,OIL SLINGER - LOWER ROLL,S35-510,A-232-510-2,63,R5C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0416.webp
PGE-STK-0417,Stokes,533,Pressure Rolls & Components,UPPER PUNCH ADJ. SCREW EARLY MODEL (SHORT),S35-55,A-234-555-4,63,R5C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0417.webp
PGE-STK-0418,Stokes,533,Pressure Rolls & Components,UPPER PUNCH ADJUSTMENT SCREW LATE MODEL,S35-55/1,N/A,63,R5C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0418.webp
PGE-STK-0419,Stokes,533,Pressure Rolls & Components,LOADING CRANK,S35-647,C-236-647-004,64,R1C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0419.webp
PGE-STK-0420,Stokes,533,Pressure Rolls & Components,UPPER ROLL BEARING PLATE,S35-74,A-291-374-001,64,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0420.webp
PGE-STK-0421,Stokes,533,Pressure Rolls & Components,OIL RECEIVER COVER,S35-786,B-241-786-1,64,R1C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0421.webp
PGE-STK-0422,Stokes,533,Pressure Rolls & Components,UPPER ROLL SHAFT,S35-82,C-233-182-2,64,R2C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0422.webp
