sku,make,model,category,part_name,catalog_part_number,oem_number,catalog_page,grid_position,image_status,image_path
PGE-STK-0703,Stokes,551,Product Control,FEED FRAME - LEFT ASSEMBLY,S51-50/L/A,D-236-950-22,83,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0703.webp
PGE-STK-0704,Stokes,551,Product Control,FEED FRAME - LEFT - NICKLE,S51-50/L/N,N/A,83,R4C3,No source photo available,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0705,Stokes,551,Product Control,FEED FRAME - RIGHT - NICKLE,S51-50/R/N,N/A,83,R5C1,No source photo available,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0706,Stokes,551,Product Control,SCRAPER SPRING,SP-8,"37077, 35018, 36062",83,R5C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0706.webp
PGE-STK-0707,Stokes,551,Turret Hardware,SPINDLE,S51-971,C-239-971-1,83,R5C3,No source photo available,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0708,Stokes,551,Turret Hardware,DIE LOCK SCREW - 45 STATION,DL-18,PD-13,84,R1C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0708.webp
PGE-STK-0709,Stokes,551,Turret Hardware,"SPRING, LOWER PUNCH SUPPORT",S-115,12AA115,84,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0709.webp
PGE-STK-0710,Stokes,551,Turret Hardware,"SET SCREW, LOWER PUNCH SUPPORT",S-4,01BD002A,84,R1C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0710.webp
PGE-STK-0711,Stokes,551,Turret Hardware,"ROLLER BEARING 5"" I.D/SPINDLE",S51-377,085-8-377,84,R2C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0711.webp
PGE-STK-0712,Stokes,551,Turret Hardware,RACE FOR SPINDLE BEARING,S51-377/1,N/A,84,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0712.webp
PGE-STK-0713,Stokes,551,Turret Hardware,"PLUNGER, LOWER PUNCH SUPPORT",S-54,N/A,84,R2C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0713.webp
PGE-STK-0714,Stokes,551,Turrets,STOCK PHOTO 41 STATION TURRET ASSEMBLY*,S51-41T,D-267-503-28,84,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0714.webp
PGE-STK-0715,Stokes,551,Turrets,STOCK PHOTO 51 STATION TURRET ASSEMBLY*,S51-51T,D-267-503-29,84,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0715.webp
PGE-STK-0716,Stokes,551,Upper Cam Tracks,UPPER LOWERING CAM,S51-118,D-236-118-1,84,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0716.webp
PGE-STK-0717,Stokes,551,Upper Cam Tracks,UPPER LOWERING CAM - BRONZE,S51-118/B,D-236-118-1B,84,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0717.webp
PGE-STK-0718,Stokes,551,Upper Cam Tracks,UPPER RAISING CAM,S51-119,D-236-119-1,84,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0718.webp
PGE-STK-0719,Stokes,551,Upper Cam Tracks,UPPER RAISING CAM - BRONZE,S51-119/B,N/A,84,R4C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0719.webp
PGE-STK-0720,Stokes,551,Upper Cam Tracks,UPPER DWELL CAM,S51-130,C-236-130-1,84,R5C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0720.webp
PGE-STK-0721,Stokes,551,Upper Cam Tracks,UPPER DWELL CAM - BRONZE,S51-130/B,C-236-130-1,84,R5C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0721.webp
PGE-STK-0722,Stokes,552,Drive Components,WORM SHAFT,S51-034,C-236-034-4,85,R1C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0722.webp
PGE-STK-0723,Stokes,552,Drive Components,CLUTCH LEVERS,S51-110,110,85,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0723.webp
PGE-STK-0724,Stokes,552,Drive Components,OUTER DISC (CLUTCH),S51-112,112,85,R1C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0724.webp
PGE-STK-0725,Stokes,552,Drive Components,INNER DISC (CLUTCH),S51-113,113,85,R2C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0725.webp
PGE-STK-0726,Stokes,552,Drive Components,CLUTCH SPRING (SEPARATOR),S51-114,N/A,85,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0726.webp
PGE-STK-0727,Stokes,552,Drive Components,PILLOW BEARING - JACK SHAFT,S51-19,N/A,85,R2C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0727.webp
PGE-STK-0728,Stokes,552,Drive Components,JACKSHAFT,S51-19/1,N/A,85,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0728.webp
PGE-STK-0729,Stokes,552,Drive Components,WORMSHAFT BEARING - TACH SIDE,S51-407,085-10-407,85,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0729.webp
PGE-STK-0730,Stokes,552,Drive Components,BALL BEARING FOR CLUTCH,S51-485,085-8-485,85,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0730.webp
PGE-STK-0731,Stokes,552,Drive Components,PULLEY ON JACKSHAFT,S51-526,085-10-526,85,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0731.webp
PGE-STK-0732,Stokes,552,Drive Components,CLUTCH SHIFTER SHOE,S51-722,085-8-722,85,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0732.webp
PGE-STK-0733,Stokes,552,Drive Components,PIN FOR SHOE,S51-723,085-8-723,85,R4C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0733.webp
PGE-STK-0734,Stokes,552,Drive Components,OIL SEAL FOR WORMSHAFT CAP,S51-742,085-8-742,85,R5C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0734.webp
PGE-STK-0735,Stokes,552,Drive Components,WORMSHAFT BEARING - CLUTCH SIDE,S51-744,085-8-744,85,R5C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0735.webp
PGE-STK-0736,Stokes,552,Drive Components,BEARING FOR WORMSHAFT BRACKET,S51-745,085-8-745,85,R5C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0736.webp
PGE-STK-0737,Stokes,552,Drive Components,"TIMING BELT-30"" O.L.",S51-78,085-8-778,86,R1C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0737.webp
PGE-STK-0738,Stokes,552,Drive Components,BUSHING FOR SPRING ROD BRG.,S51-830,085-8-830,86,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0738.webp
PGE-STK-0739,Stokes,552,Drive Components,CLUTCH ASSEMBLY,S51-945,N/A,86,R1C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0739.webp
PGE-STK-0740,Stokes,552,Hydraulic & Lubrication Components,OIL PRESSURE GAUGE - 15 P.S.I,S-162,085-10-162,86,R2C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0740.webp
PGE-STK-0741,Stokes,552,Hydraulic & Lubrication Components,OIL FILTER ELEMENT,S-30,085-10-162,86,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0741.webp
PGE-STK-0742,Stokes,552,Hydraulic & Lubrication Components,OIL FILTER ASSEMBLY HEAD & ELEMENT,S-30H,085-10-162,86,R2C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0742.webp
PGE-STK-0743,Stokes,552,Hydraulic & Lubrication Components,TONNAGE GAUGE (0-4 TONS),S-43,085-10-435,86,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0743.webp
PGE-STK-0744,Stokes,552,Hydraulic & Lubrication Components,O RING FOR SPINDLE PISTON,S51-125,022-2-125,86,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0744.webp
PGE-STK-0745,Stokes,552,Hydraulic & Lubrication Components,"V-BELT FOR PUMP - 24"" LONG",S51-329,085-11-329,86,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0745.webp
PGE-STK-0746,Stokes,552,Hydraulic & Lubrication Components,CUP RING FOR SPINDLE PISTON,S51-788,085-11-788,86,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0746.webp
PGE-STK-0747,Stokes,552,Hydraulic & Lubrication Components,OIL PUMP,SP-A2,085-10-525,86,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0747.webp
PGE-STK-0748,Stokes,552,Hydraulic & Lubrication Components,STRAINER FOR OIL PUMP,SP-A3,N/A,86,R4C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0748.webp
PGE-STK-0749,Stokes,552,Hydraulic & Lubrication Components,OIL/HYDRAULIC VALVE ASSEMBLY,S-VA,N/A,86,R5C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0749.webp
PGE-STK-0750,Stokes,552,Lower Cam Tracks,ADJUSTABLE TAKE OUT CAM,S51-001,N/A,86,R5C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0750.webp
PGE-STK-0751,Stokes,552,Lower Cam Tracks,ADJUSTABLE TAKE OUT CAM HOUSING,S51-002,N/A,86,R5C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0751.webp
PGE-STK-0752,Stokes,552,Lower Cam Tracks,RETAINING CLIP - ADJUSTABLE TAKE OUT,S51-003,N/A,87,R1C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0752.webp
PGE-STK-0753,Stokes,552,Lower Cam Tracks,ADJUSTABLE TAKE OUT PIN,S51-004,N/A,87,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0753.webp
PGE-STK-0754,Stokes,552,Lower Cam Tracks,THREADED STUD,S51-005,N/A,87,R1C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0754.webp
PGE-STK-0755,Stokes,552,Lower Cam Tracks,KNURLED KNOB,S51-006,N/A,87,R2C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0755.webp
PGE-STK-0756,Stokes,552,Pressure Rolls & Components,"BEARING - UPPER ROLL PIN - 1 1/4""W",S51-430,085-8-430,87,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0756.webp
PGE-STK-0757,Stokes,552,Pressure Rolls & Components,UPPER ROLL SHAFT,S51-45,C-236-145-1,87,R2C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0757.webp
PGE-STK-0758,Stokes,552,Pressure Rolls & Components,UPPER PRE-COMPRESSION ROLL PIN,S52-12,A-270-631-2,87,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0758.webp
PGE-STK-0759,Stokes,552,Pressure Rolls & Components,LOWER PRE-COMPRESSION ROLL,S52-31,13-270-633-1,87,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0759.webp
PGE-STK-0760,Stokes,552,Pressure Rolls & Components,UPPER PRE-COMPRESSION ROLL W/ BEARING,S52-32,B-270-633-1,87,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0760.webp
PGE-STK-0761,Stokes,552,Pressure Rolls & Components,BEARING FOR UPPER PRE- COMPRESSION ROLL,S52-32/A,N/A,87,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0761.webp
PGE-STK-0762,Stokes,552,Pressure Rolls & Components,LOWER PRE-COMPRESSION ROLL PIN,S52-41,N/A,87,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0762.webp
PGE-STK-0763,Stokes,552,Product Control,HOPPER,S51-12,D-237-012-2,87,R4C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0763.webp
PGE-STK-0764,Stokes,552,Product Control,FEED FRAME LEVELING SCREW 3 POINT,S-10,A-237-010-1,87,R5C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0764.webp
PGE-STK-0765,Stokes,552,Product Control,NUT - FEED FRAME LEVELING SCREW,S-10/1,N/A,87,R5C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0765.webp
PGE-STK-0766,Stokes,552,Product Control,HOPPER ADJUSTING NUT,S51-456,085-5-456,87,R5C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0766.webp
PGE-STK-0767,Stokes,552,Product Control,TABLET TAKE-OFF - LEFT,S51-47,A-236-947-1,88,R1C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0767.webp
PGE-STK-0768,Stokes,552,Product Control,SCRAPER BLADE-BRASS,S51-48,A-236-948-1,88,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0768.webp
PGE-STK-0769,Stokes,552,Product Control,TABLET TAKE-OFF - RIGHT,S51-49,A-236-949-1,88,R1C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0769.webp
PGE-STK-0770,Stokes,552,Product Control,FEED FRAME - RIGHT- WITH NYLON INSERT ASSEMBLY,S51-50/R-1/A,N/A,88,R2C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0770.webp
PGE-STK-0771,Stokes,552,Product Control,FEED FRAME - LEFT- WITH NYLON INSERT ASSEMBLY,S51-50/L-1/A,D-236-950-23,88,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0771.webp
PGE-STK-0772,Stokes,552,Product Control,FEED FRAME-RIGHT ASSEMBLY,S51-50/R/A,D-236-950-23,88,R2C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0772.webp
PGE-STK-0773,Stokes,552,Product Control,FEED FRAME - LEFT ASSEMBLY,S51-50/L/A,D-236-950-22,88,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0773.webp
PGE-STK-0774,Stokes,552,Product Control,HOPPER MOUNTING STUD,S51-751,085-12-75,88,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0774.webp
PGE-STK-0775,Stokes,552,Product Control,SCRAPER SPRING,SP-8,"37077, 35018, 36062",88,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0775.webp
PGE-STK-0776,Stokes,552,Turret Hardware,DIE LOCK SCREW - 45 STATION,DL-18,PD-13,88,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0776.webp
PGE-STK-0777,Stokes,552,Turret Hardware,"SPRING, LOWER PUNCH SUPPORT",S-115,12AA115,88,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0777.webp
PGE-STK-0778,Stokes,552,Turret Hardware,"SET SCREW, LOWER PUNCH SUPPORT",S-4,01BD002A,88,R4C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0778.webp
PGE-STK-0779,Stokes,552,Turret Hardware,"ROLLER BEARING 5"" I.D/SPINDLE",S51-377,085-8-377,88,R5C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0779.webp
PGE-STK-0780,Stokes,552,Turret Hardware,RACE FOR SPINDLE BEARING,S51-377/1,N/A,88,R5C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0780.webp
PGE-STK-0781,Stokes,552,Turret Hardware,"PLUNGER, LOWER PUNCH SUPPORT",S-54,N/A,88,R5C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0781.webp
PGE-STK-0782,Stokes,552,Turrets,STOCK PHOTO 41 STATION TURRET ASSEMBLY*,S51-41T,D-267-503-28,89,R1C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0782.webp
PGE-STK-0783,Stokes,552,Turrets,STOCK PHOTO 51 STATION TURRET ASSEMBLY*,S51-51T,D-267-503-29,89,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0783.webp
PGE-STK-0784,Stokes,555,Drive Components,COMPLETE CLUTCH ASSEMBLY,SC-AB,N/A,90,R1C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0784.webp
PGE-STK-0785,Stokes,555,Drive Components,"HANDWHEEL -1 1/16"" BORE",SB2-043,C-220-043-1,90,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0785.webp
PGE-STK-0786,Stokes,555,Drive Components,SPEED CONTROL ASSEMBLY,SB2-992/A,N/A,90,R1C3,No source photo available,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0787,Stokes,555,Drive Components,MOTOR MOUNT ASSEMBLY,SB2-MMA,N/A,90,R2C1,No source photo available,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0788,Stokes,555,Drive Components,"SWIVEL PIN FOR MOTOR ADJ TUBE - 3/8"" DIA. X 3 3/4""",S-019,1-019,90,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0788.webp
PGE-STK-0789,Stokes,555,Drive Components,HINGE PIN FOR MOTOR BRACKET,S-29,1-029,90,R2C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0789.webp
PGE-STK-0790,Stokes,555,Drive Components,SHIFTER LEVER FORK PIN,S-49,A-213-849-1,90,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0790.webp
PGE-STK-0791,Stokes,555,Drive Components,"COLLAR FOR SHIFTER FORK PIN - 1/2""",SB-004,08-HD-004,90,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0791.webp
PGE-STK-0792,Stokes,555,Drive Components,CLUTCH SHIFTER FORK AND PIN,SB-091,A-220-091-1,90,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0792.webp
PGE-STK-0793,Stokes,555,Drive Components,VARIABLE SPEED PULLEY,SB2-018,N/A,90,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0793.webp
PGE-STK-0794,Stokes,555,Drive Components,BALL THRUST BEARING - REAR DRIVE,SB2-023,11-BB-023,90,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0794.webp
PGE-STK-0795,Stokes,555,Drive Components,KNOB CLUTCH SHIFTER LOCK,SB-205,B-294-205-1,90,R4C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0795.webp
PGE-STK-0796,Stokes,555,Drive Components,PIN CLUTCH SHIFTER LOCK,SB-206,B-294-206-1,90,R5C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0796.webp
PGE-STK-0797,Stokes,555,Drive Components,SPRING FOR CLUTCH SHIFTER PIN,SB-206/1,N/A,90,R5C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0797.webp
PGE-STK-0798,Stokes,555,Drive Components,THRUST BEARING,SB-21,018-2-1,90,R5C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0798.webp
PGE-STK-0799,Stokes,555,Drive Components,CLUTCH SHIFTER LEVER,SB2-136,C-220-136-3,91,R1C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0799.webp
PGE-STK-0800,Stokes,555,Drive Components,WORM DRIP RECEIVER,SB2-161,B-220-161-3,91,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0800.webp
PGE-STK-0801,Stokes,555,Drive Components,THRUST LOCK NUT,SB2-186,A-200-186-1,91,R1C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0801.webp
PGE-STK-0802,Stokes,555,Drive Components,SHAFT END WASHER,SB2-187,B-200-187-1,91,R2C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0802.webp
PGE-STK-0803,Stokes,555,Drive Components,OIL SEAL - PULLEY,SB-243,024-3-1,91,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0803.webp
PGE-STK-0804,Stokes,555,Drive Components,"HANDWHEEL, SPEED CONTROL",SB2-82,B-233-822-7,91,R2C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0804.webp
PGE-STK-0805,Stokes,555,Drive Components,MOTOR ADJUSTING ROD PIVOT BLOCK,SB2-874,B-296-874-001,91,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0805.webp
PGE-STK-0806,Stokes,555,Drive Components,"COLLAR - 1 3/16"" FOR PIVOT BLOCK",SB2-874/1,N/A,91,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0806.webp
PGE-STK-0807,Stokes,555,Drive Components,"DRIVE BELT - VARIABLE SPEED (92"")",SB2-934,N/A,91,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0807.webp
PGE-STK-0808,Stokes,555,Drive Components,"BRACKET, CLUTCH SHIFTER LOCK",SB-296,B-294-296-1,91,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0808.webp
PGE-STK-0809,Stokes,555,Drive Components,MOTOR HINGE BRACKET,SB2-991,C-293-991-1,91,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0809.webp
PGE-STK-0810,Stokes,555,Drive Components,MOTOR ADJUSTING TUBE,SB2-992/1,B-293-992-2,91,R4C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0810.webp
PGE-STK-0811,Stokes,555,Drive Components,"COLLAR 3/4"" FOR MOTOR ADJ. BAR",SB2-992/2,N/A,91,R5C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0811.webp
PGE-STK-0812,Stokes,555,Drive Components,DRIVING RING,SC-1,013-2-1,91,R5C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0812.webp
PGE-STK-0813,Stokes,555,Drive Components,FINGER LEVER,SC-10,013-2-10,91,R5C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0813.webp
PGE-STK-0814,Stokes,555,Drive Components,CONE KEY,SC-11,013-2-11,92,R1C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0814.webp
PGE-STK-0815,Stokes,555,Drive Components,RELEASE SPRING PIN,SC-12,013-2-12,92,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0815.webp
PGE-STK-0816,Stokes,555,Drive Components,RELEASE SPRING,SC-13,013-2-13,92,R1C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0816.webp
PGE-STK-0817,Stokes,555,Drive Components,FINGER LEVER PIN,SC-14,013-2-14,92,R2C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0817.webp
PGE-STK-0818,Stokes,555,Drive Components,FINGER LEVER SPACER,SC-15,013-2-15,92,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0818.webp
PGE-STK-0819,Stokes,555,Drive Components,BACK PLATE,SC-16,013-2-16,92,R2C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0819.webp
PGE-STK-0820,Stokes,555,Drive Components,ADJUSTING LOCK PIN SPRING,SC-17,013-2-17,92,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0820.webp
PGE-STK-0821,Stokes,555,Drive Components,ADJUSTING LOCK PIN,SC-18,013-2-18,92,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0821.webp
PGE-STK-0822,Stokes,555,Drive Components,ROLLER FOR FINGERS,SC-19,013-2-19,92,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0822.webp
PGE-STK-0823,Stokes,555,Drive Components,ADJUSTING RING,SC-2,013-2-2,92,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0823.webp
PGE-STK-0824,Stokes,555,Drive Components,SNAP RING,SC-20,013-2-20,92,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0824.webp
PGE-STK-0825,Stokes,555,Drive Components,STEPPED DRIVE KEY,SC-22,013-2-22,92,R4C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0825.webp
PGE-STK-0826,Stokes,555,Drive Components,WOODRUFF KEY,SC-24,06-1-4,92,R5C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0826.webp
PGE-STK-0827,Stokes,555,Drive Components,"SCREW, STEPPED DRIVE KEY",SC-25,01-5-14,92,R5C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0827.webp
PGE-STK-0828,Stokes,555,Drive Components,CONE COLLAR WITH SCREWS,SC-3,013-2-3,92,R5C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0828.webp
PGE-STK-0829,Stokes,555,Drive Components,ENGAGING CONE,SC-4,013-2-4,93,R1C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0829.webp
PGE-STK-0830,Stokes,555,Drive Components,DRIVING PLATE - FIBER,SC-5,013-2-5,93,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0830.webp
PGE-STK-0831,Stokes,555,Drive Components,DRIVEN PLATE - STEEL,SC-6,013-2-6,93,R1C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0831.webp
PGE-STK-0832,Stokes,555,Drive Components,ROLLER RING,SC-7,013-2-7,93,R2C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0832.webp
PGE-STK-0833,Stokes,555,Drive Components,LOCK PLATE,SC-8,013-2-8,93,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0833.webp
PGE-STK-0834,Stokes,555,Drive Components,"HUB 1-1/2"" BORE 5/16"" K.W.",SC-9,013-2-9,93,R2C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0834.webp
PGE-STK-0835,Stokes,555,Drive Components,NEEDLE BEARING - RIGHT,SCE2020,SCE2020,93,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0835.webp
PGE-STK-0836,Stokes,555,Drive Components,NEEDLE BEARINGS - LEFT,SCE2416,SCE2416,93,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0836.webp
PGE-STK-0837,Stokes,555,Drive Components,"NEEDLE BEARING -BEARING, CLUTCH PULLEY",SCE2420,SCE2420,93,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0837.webp
PGE-STK-0838,Stokes,555,Drive Components,"BRONZE WORM (1-1/4"" ID)",WG-48,B-213-848-003,93,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0838.webp
PGE-STK-0839,Stokes,555,Drive Components,"STEEL WORM (1-1/4"" ID)",WG-48/S,B-213-848-003,93,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0839.webp
PGE-STK-0840,Stokes,555,Drive Components,"COLLAR 1"" FOR HINGE PIN",S-13,020-1-13,93,R4C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0840.webp
PGE-STK-0841,Stokes,555,Drive Components,MOTOR ADJUSTING BAR,SB2-992,B-293-992-2,93,R5C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0841.webp
PGE-STK-0842,Stokes,555,Guarding,DIE TABLE GUARD,SB2-504,D-295-504-001,93,R5C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0842.webp
PGE-STK-0843,Stokes,555,Guarding,UPPER PUNCH GUARD-RIGHT SIDE (2 PIECE SET),SB2-700,N/A,93,R5C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0843.webp
PGE-STK-0844,Stokes,555,Guarding,UPPER PUNCH GUARD-LEFT SIDE (2 PIECE SET),SB2-701,N/A,94,R1C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0844.webp
PGE-STK-0845,Stokes,555,Hydraulic & Lubrication Components,HEAD BEARING OILER - 2 OZ,S-75,9BA21,94,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0845.webp
